vir_id	vir_len	sample_id	contig_id	start_bp	end_bp	contig_len	mag_id
TLL96_k99_14039	6323	TLL96	k99_14039	1	6323	6323	
TLL96_k99_160711	6092	TLL96	k99_160711	1	6092	6092	
TLL96_k99_307212	8656	TLL96	k99_307212	1	8656	8656	
TLL96_k99_381533	6476	TLL96	k99_381533	1	6476	6476	
TLL96_k99_39494	5198	TLL96	k99_39494	1	5198	5198	
TLL96_k99_118993	8742	TLL96	k99_118993	1	8742	8742	
TLL96_k99_343569	9359	TLL96	k99_343569	1	9359	9359	TLL96.bin.45.fa
TLL96_k99_154523	8948	TLL96	k99_154523	1	8948	8948	
TLL96_k99_42608	5814	TLL96	k99_42608	1	5814	5814	
TLL97_k99_261293	11015	TLL97	k99_261293	1	11015	11015	
TLL97_k99_269201	12742	TLL97	k99_269201	1	12742	12742	
TLL97_k99_12298	7781	TLL97	k99_12298	1	7781	7781	
TLL97_k99_336372	5820	TLL97	k99_336372	1	5820	5820	
TLL97_k99_382515	10666	TLL97	k99_382515	1	10666	10666	
TLL97_k99_85984	8006	TLL97	k99_85984	1	8006	8006	
TLL97_k99_1597	5022	TLL97	k99_1597	1	5022	5022	
TLL97_k99_342796	14368	TLL97	k99_342796	1	14368	14368	
TLL97_k99_70199	6323	TLL97	k99_70199	1	6323	6323	
TLL97_k99_464296	16709	TLL97	k99_464296	1	16709	16709	
TLL97_k99_149682	7242	TLL97	k99_149682	1	7242	7242	
TLL97_k99_61870	6834	TLL97	k99_61870	1	6834	6834	
TLL97_k99_418525	12140	TLL97	k99_418525	1	12140	12140	
TLL97_k99_35203	5937	TLL97	k99_35203	1	5937	5937	
TLL97_k99_117689	6519	TLL97	k99_117689	1	6519	6519	TLL97.bin.40.fa
TLL97_k99_48495	5075	TLL97	k99_48495	1	5075	5075	
TLL97_k99_269189	23824	TLL97	k99_269189	1	23824	23824	
TLL97_k99_199396	23401	TLL97	k99_199396	1	23401	23401	TLL97.bin.66.fa
TLL97_k99_169206	6774	TLL97	k99_169206	1	6774	6774	
TLL97_k99_69246	7146	TLL97	k99_69246	1	7146	7146	
TLL97_k99_210476	13309	TLL97	k99_210476	1	13309	13309	
TLL97_k99_389714	6251	TLL97	k99_389714	1	6251	6251	
TLL97_k99_52044	17061	TLL97	k99_52044	1	17061	17061	
TLL97_k99_510371	5126	TLL97	k99_510371	1	5126	5126	
TLL97_k99_116159	19532	TLL97	k99_116159	1	19532	19532	
TLL97_k99_427446	5774	TLL97	k99_427446	1	5774	5774	
TLL97_k99_222238	5937	TLL97	k99_222238	1	5937	5937	
TLL97_k99_31036	30140	TLL97	k99_31036	1	30140	30140	
TLL97_k99_88226	13961	TLL97	k99_88226	1	13961	13961	
TLL97_k99_328091	10374	TLL97	k99_328091	1	10374	10374	
TLL97_k99_181819	8253	TLL97	k99_181819	1	8253	8253	
TLL97_k99_319058	7420	TLL97	k99_319058	1	7420	7420	
TLL97_k99_215860	8811	TLL97	k99_215860	1	8811	8811	
TLL97_k99_48094	10611	TLL97	k99_48094	1	10611	10611	
TLL97_k99_91203	5488	TLL97	k99_91203	1	5488	5488	
TLL97_k99_247205	5314	TLL97	k99_247205	1	5314	5314	
TLL97_k99_84728	11761	TLL97	k99_84728	1	11761	11761	
TLL97_k99_31311	12011	TLL97	k99_31311	1	12011	12011	TLL97.bin.66.fa
TLL97_k99_155115	8841	TLL97	k99_155115	1	8841	8841	
TLL97_k99_371728	6766	TLL97	k99_371728	1	6766	6766	
TLL97_k99_354763	8042	TLL97	k99_354763	1	8042	8042	
TLL97_k99_175912	5239	TLL97	k99_175912	1	5239	5239	
TLL97_k99_313916	5015	TLL97	k99_313916	1	5015	5015	
TLL97_k99_356318	5396	TLL97	k99_356318	1	5396	5396	TLL97.bin.18.fa
TLL97_k99_420699	5997	TLL97	k99_420699	1	5997	5997	
TLL97_k99_132803	5591	TLL97	k99_132803	1	5591	5591	TLL97.bin.69.fa
TLL97_k99_259755	6365	TLL97	k99_259755	1	6365	6365	
TLL97_k99_235971	16620	TLL97	k99_235971	1	16620	16620	
TLL97_k99_368451	5193	TLL97	k99_368451	1	5193	5193	
TLL97_k99_617	7845	TLL97	k99_617	1	7845	7845	
TLL97_k99_317648	8177	TLL97	k99_317648	1	8177	8177	
TLL97_k99_9304	9247	TLL97	k99_9304	1	9247	9247	
TLL97_k99_215637	10003	TLL97	k99_215637	1	10003	10003	
TLL97_k99_16500	14612	TLL97	k99_16500	1	14612	14612	
TLL97_k99_70802	10683	TLL97	k99_70802	1	10683	10683	
TLL97_k99_146779	11839	TLL97	k99_146779	1	11839	11839	
TLL97_k99_98338	54687	TLL97	k99_98338	1	54687	54687	
TLL97_k99_83029	21165	TLL97	k99_83029	1	21165	21165	
TLL97_k99_430154	6332	TLL97	k99_430154	1	6332	6332	TLL97.bin.75.fa
TLL97_k99_529498	6358	TLL97	k99_529498	1	6358	6358	
TLL97_k99_19767	5472	TLL97	k99_19767	1	5472	5472	TLL97.bin.66.fa
TLL97_k99_136186	34258	TLL97	k99_136186	1	34258	34258	TLL97.bin.36.fa
TLL97_k99_216137	5345	TLL97	k99_216137	1	5345	5345	
TLL97_k99_66936	12770	TLL97	k99_66936	1	12770	12770	
TLL97_k99_383699	11001	TLL97	k99_383699	1	11001	11001	
TLL97_k99_226819	23726	TLL97	k99_226819	1	23726	23726	
TLL97_k99_264823_provirus_3_5914	5912	TLL97	k99_264823	3	5914	14056	TLL97.bin.18.fa
TLL97_k99_9192	49796	TLL97	k99_9192	1	49796	49796	
TLL97_k99_78067	7598	TLL97	k99_78067	1	7598	7598	
TLL97_k99_51564	6897	TLL97	k99_51564	1	6897	6897	TLL97.bin.7.fa
TLL97_k99_163633	8018	TLL97	k99_163633	1	8018	8018	
TLL97_k99_48181	9421	TLL97	k99_48181	1	9421	9421	
TLL97_k99_72399	9574	TLL97	k99_72399	1	9574	9574	TLL97.bin.55.fa
TLL97_k99_172407	7914	TLL97	k99_172407	1	7914	7914	
TLL97_k99_34755	20149	TLL97	k99_34755	1	20149	20149	
TLL97_k99_10741	15707	TLL97	k99_10741	1	15707	15707	
TLL97_k99_17728	7136	TLL97	k99_17728	1	7136	7136	
TLL97_k99_88252	42710	TLL97	k99_88252	1	42710	42710	
TLL97_k99_84798	9087	TLL97	k99_84798	1	9087	9087	
TLL97_k99_408539	6479	TLL97	k99_408539	1	6479	6479	TLL97.bin.60.fa
TLL97_k99_14403	12372	TLL97	k99_14403	1	12372	12372	
TLL97_k99_527974	6558	TLL97	k99_527974	1	6558	6558	
TLL97_k99_56906	39310	TLL97	k99_56906	1	39310	39310	
TLL97_k99_62876	10269	TLL97	k99_62876	1	10269	10269	TLL97.bin.69.fa
TLL97_k99_151756	15926	TLL97	k99_151756	1	15926	15926	
TLL97_k99_361413	12188	TLL97	k99_361413	1	12188	12188	
TLL97_k99_10079	10916	TLL97	k99_10079	1	10916	10916	
TLL97_k99_113230	7794	TLL97	k99_113230	1	7794	7794	
TLL97_k99_192924	13513	TLL97	k99_192924	1	13513	13513	
TLL97_k99_86061_provirus_9615_17560	7946	TLL97	k99_86061	9615	17560	17774	TLL97.bin.65.fa
TLL97_k99_98274	34753	TLL97	k99_98274	1	34753	34753	TLL97.bin.41.fa
TLL97_k99_98410	9758	TLL97	k99_98410	1	9758	9758	
TLL97_k99_252599	7395	TLL97	k99_252599	1	7395	7395	
TLL97_k99_174825	8848	TLL97	k99_174825	1	8848	8848	
TLL97_k99_22078	9241	TLL97	k99_22078	1	9241	9241	TLL97.bin.62.fa
TLL97_k99_165967	5332	TLL97	k99_165967	1	5332	5332	
TLL97_k99_42432	14076	TLL97	k99_42432	1	14076	14076	
TLL97_k99_22878	5601	TLL97	k99_22878	1	5601	5601	
TLL97_k99_40710	11990	TLL97	k99_40710	1	11990	11990	
TLL97_k99_228944	10661	TLL97	k99_228944	1	10661	10661	
TLL97_k99_7250	27607	TLL97	k99_7250	1	27607	27607	
TLL97_k99_121447	32263	TLL97	k99_121447	1	32263	32263	
TLL97_k99_86292	35908	TLL97	k99_86292	1	35908	35908	
TLL97_k99_280225	5721	TLL97	k99_280225	1	5721	5721	
TLL97_k99_236989	5151	TLL97	k99_236989	1	5151	5151	
TLL97_k99_202796	33723	TLL97	k99_202796	1	33723	33723	
TLL97_k99_333597	5407	TLL97	k99_333597	1	5407	5407	TLL97.bin.25.fa
TLL97_k99_26837	6116	TLL97	k99_26837	1	6116	6116	
TLL97_k99_329330	5998	TLL97	k99_329330	1	5998	5998	
TLL97_k99_499137	8246	TLL97	k99_499137	1	8246	8246	
TLL97_k99_33965	14914	TLL97	k99_33965	1	14914	14914	
TLL97_k99_38829	26047	TLL97	k99_38829	1	26047	26047	
TLL97_k99_111678	9240	TLL97	k99_111678	1	9240	9240	
TLL97_k99_132795	7868	TLL97	k99_132795	1	7868	7868	
TLL97_k99_145445	5135	TLL97	k99_145445	1	5135	5135	TLL97.bin.69.fa
TLL97_k99_341438	9743	TLL97	k99_341438	1	9743	9743	
TLL97_k99_37951	9480	TLL97	k99_37951	1	9480	9480	
TLL97_k99_4066	17721	TLL97	k99_4066	1	17721	17721	
TLL97_k99_538218	9383	TLL97	k99_538218	1	9383	9383	
TLL97_k99_36406	20872	TLL97	k99_36406	1	20872	20872	TLL97.bin.75.fa
TLL97_k99_166534	5339	TLL97	k99_166534	1	5339	5339	
TLL97_k99_8297	12513	TLL97	k99_8297	1	12513	12513	
TLL97_k99_197211	5711	TLL97	k99_197211	1	5711	5711	
TLL97_k99_349102	19276	TLL97	k99_349102	1	19276	19276	
TLL97_k99_365034	26631	TLL97	k99_365034	1	26631	26631	
TLL97_k99_77987	47647	TLL97	k99_77987	1	47647	47647	
TLL97_k99_268925	10223	TLL97	k99_268925	1	10223	10223	
TLL97_k99_262814	9149	TLL97	k99_262814	1	9149	9149	
TLL97_k99_478896	21158	TLL97	k99_478896	1	21158	21158	TLL97.bin.51.fa
TLL97_k99_21096	5026	TLL97	k99_21096	1	5026	5026	
TLL97_k99_59593_provirus_1_38575	38575	TLL97	k99_59593	1	38575	63526	TLL97.bin.9.fa
TLL97_k99_378726	6585	TLL97	k99_378726	1	6585	6585	
TLL97_k99_129841	12204	TLL97	k99_129841	1	12204	12204	
TLL97_k99_34987	6090	TLL97	k99_34987	1	6090	6090	
TLL97_k99_111228	7634	TLL97	k99_111228	1	7634	7634	TLL97.bin.18.fa
TLL97_k99_297922	7889	TLL97	k99_297922	1	7889	7889	
TLL97_k99_514862	8746	TLL97	k99_514862	1	8746	8746	
TLL97_k99_512543	5951	TLL97	k99_512543	1	5951	5951	
TLL97_k99_241902	31685	TLL97	k99_241902	1	31685	31685	
TLL97_k99_274124	5787	TLL97	k99_274124	1	5787	5787	
TLL97_k99_167422	5335	TLL97	k99_167422	1	5335	5335	
TLL97_k99_57370	33558	TLL97	k99_57370	1	33558	33558	TLL97.bin.44.fa
TLL97_k99_238906	11489	TLL97	k99_238906	1	11489	11489	
TLL97_k99_22638	10219	TLL97	k99_22638	1	10219	10219	
TLL97_k99_17547	23532	TLL97	k99_17547	1	23532	23532	TLL97.bin.59.fa
TLL97_k99_198435	5668	TLL97	k99_198435	1	5668	5668	
TLL97_k99_259595	31041	TLL97	k99_259595	1	31041	31041	
TLL97_k99_146233	11818	TLL97	k99_146233	1	11818	11818	TLL97.bin.60.fa
TLL97_k99_219834	5844	TLL97	k99_219834	1	5844	5844	
TLL97_k99_164013	7636	TLL97	k99_164013	1	7636	7636	TLL97.bin.66.fa
TLL97_k99_139901	5212	TLL97	k99_139901	1	5212	5212	
TLL97_k99_333870	20460	TLL97	k99_333870	1	20460	20460	TLL97.bin.62.fa
TLL97_k99_5990	9206	TLL97	k99_5990	1	9206	9206	
TLL97_k99_253948	34685	TLL97	k99_253948	1	34685	34685	
TLL97_k99_34088	5952	TLL97	k99_34088	1	5952	5952	
TLL97_k99_58097	15520	TLL97	k99_58097	1	15520	15520	
TLL97_k99_74356	19983	TLL97	k99_74356	1	19983	19983	
TLL97_k99_76997	22709	TLL97	k99_76997	1	22709	22709	
TLL97_k99_209549	7237	TLL97	k99_209549	1	7237	7237	
TLL97_k99_415869	14214	TLL97	k99_415869	1	14214	14214	
TLL97_k99_149883	9043	TLL97	k99_149883	1	9043	9043	
TLL97_k99_32634	8820	TLL97	k99_32634	1	8820	8820	
TLL97_k99_177986	13527	TLL97	k99_177986	1	13527	13527	
TLL97_k99_209719	13973	TLL97	k99_209719	1	13973	13973	
TLL97_k99_15880	12249	TLL97	k99_15880	1	12249	12249	
TLL97_k99_103089	15368	TLL97	k99_103089	1	15368	15368	
TLL97_k99_149527	5275	TLL97	k99_149527	1	5275	5275	
TLL97_k99_173421	19123	TLL97	k99_173421	1	19123	19123	
TLL97_k99_309407	9192	TLL97	k99_309407	1	9192	9192	
TLL97_k99_15425	5159	TLL97	k99_15425	1	5159	5159	TLL97.bin.60.fa
TLL97_k99_312795	5312	TLL97	k99_312795	1	5312	5312	TLL97.bin.9.fa
TLL97_k99_145268	8468	TLL97	k99_145268	1	8468	8468	
TLL97_k99_88157_provirus_17777_34267	16491	TLL97	k99_88157	17777	34267	34269	TLL97.bin.44.fa
TLL97_k99_85437	7535	TLL97	k99_85437	1	7535	7535	
TLL97_k99_143979	11816	TLL97	k99_143979	1	11816	11816	
TLL97_k99_12118	19087	TLL97	k99_12118	1	19087	19087	
TLL97_k99_25262_provirus_2_15903	15902	TLL97	k99_25262	2	15903	33988	TLL97.bin.59.fa
TLL97_k99_154906	8290	TLL97	k99_154906	1	8290	8290	
TLL97_k99_315552	6116	TLL97	k99_315552	1	6116	6116	
TLL97_k99_446446	8463	TLL97	k99_446446	1	8463	8463	
TLL97_k99_24688	12158	TLL97	k99_24688	1	12158	12158	
TLL97_k99_109947	7284	TLL97	k99_109947	1	7284	7284	
TLL97_k99_132241	5929	TLL97	k99_132241	1	5929	5929	
TLL97_k99_91807	22292	TLL97	k99_91807	1	22292	22292	
TLL97_k99_245846	11369	TLL97	k99_245846	1	11369	11369	
TLL97_k99_146560	18244	TLL97	k99_146560	1	18244	18244	
TLL97_k99_197540	7960	TLL97	k99_197540	1	7960	7960	
TLL97_k99_113294	10169	TLL97	k99_113294	1	10169	10169	
TLL97_k99_63829	6892	TLL97	k99_63829	1	6892	6892	
TLL97_k99_353698	9363	TLL97	k99_353698	1	9363	9363	
TLL97_k99_41104	16889	TLL97	k99_41104	1	16889	16889	
TLL97_k99_161280	6451	TLL97	k99_161280	1	6451	6451	
TLL97_k99_174022	7600	TLL97	k99_174022	1	7600	7600	
TLL97_k99_236499	16422	TLL97	k99_236499	1	16422	16422	
TLL97_k99_19215	5680	TLL97	k99_19215	1	5680	5680	
TLL97_k99_173081	6485	TLL97	k99_173081	1	6485	6485	
TLL97_k99_66514	17559	TLL97	k99_66514	1	17559	17559	
TLL97_k99_345045	15195	TLL97	k99_345045	1	15195	15195	
TLL97_k99_358952	11189	TLL97	k99_358952	1	11189	11189	
TLL97_k99_18315	15812	TLL97	k99_18315	1	15812	15812	TLL97.bin.55.fa
TLL97_k99_551540	5273	TLL97	k99_551540	1	5273	5273	
TLL97_k99_9187	11536	TLL97	k99_9187	1	11536	11536	
TLL97_k99_265001	16406	TLL97	k99_265001	1	16406	16406	
TLL97_k99_111953	17365	TLL97	k99_111953	1	17365	17365	
TLL97_k99_88591	5229	TLL97	k99_88591	1	5229	5229	
TLL97_k99_121281	9488	TLL97	k99_121281	1	9488	9488	TLL97.bin.44.fa
TLL97_k99_286957	13803	TLL97	k99_286957	1	13803	13803	
TLL97_k99_419391	22005	TLL97	k99_419391	1	22005	22005	
TLL97_k99_229306	25329	TLL97	k99_229306	1	25329	25329	
TLL97_k99_89279	9169	TLL97	k99_89279	1	9169	9169	
TLL97_k99_143568	6830	TLL97	k99_143568	1	6830	6830	
TLL97_k99_2071	22184	TLL97	k99_2071	1	22184	22184	
TLL97_k99_270910	6598	TLL97	k99_270910	1	6598	6598	
TLL97_k99_147142	5657	TLL97	k99_147142	1	5657	5657	
TLL97_k99_62925	6510	TLL97	k99_62925	1	6510	6510	
TLL97_k99_435989	5206	TLL97	k99_435989	1	5206	5206	
TLL97_k99_104495	15481	TLL97	k99_104495	1	15481	15481	
TLL97_k99_278172	10787	TLL97	k99_278172	1	10787	10787	TLL97.bin.41.fa
TLL97_k99_374677	5574	TLL97	k99_374677	1	5574	5574	TLL97.bin.69.fa
TLL97_k99_9968	16743	TLL97	k99_9968	1	16743	16743	
TLL97_k99_226630	13196	TLL97	k99_226630	1	13196	13196	
TLL97_k99_57809	12088	TLL97	k99_57809	1	12088	12088	
TLL97_k99_200387	5231	TLL97	k99_200387	1	5231	5231	
TLL97_k99_47501	5821	TLL97	k99_47501	1	5821	5821	
TLL97_k99_177373	6949	TLL97	k99_177373	1	6949	6949	
TLL97_k99_229691	30938	TLL97	k99_229691	1	30938	30938	
TLL97_k99_415403	5398	TLL97	k99_415403	1	5398	5398	
TLL97_k99_240728	16151	TLL97	k99_240728	1	16151	16151	
TLL97_k99_411527	6197	TLL97	k99_411527	1	6197	6197	
TLL97_k99_171086	7820	TLL97	k99_171086	1	7820	7820	
TLL97_k99_44828	12381	TLL97	k99_44828	1	12381	12381	
TLL97_k99_423252	15613	TLL97	k99_423252	1	15613	15613	TLL97.bin.20.fa
TLL97_k99_222750	15100	TLL97	k99_222750	1	15100	15100	TLL97.bin.75.fa
TLL97_k99_129057	15808	TLL97	k99_129057	1	15808	15808	
TLL97_k99_308385	6338	TLL97	k99_308385	1	6338	6338	
TLL97_k99_122930	6948	TLL97	k99_122930	1	6948	6948	
TLL97_k99_335510	6887	TLL97	k99_335510	1	6887	6887	
TLL97_k99_100242	9775	TLL97	k99_100242	1	9775	9775	
TLL97_k99_270757	7661	TLL97	k99_270757	1	7661	7661	
TLL97_k99_506685	6368	TLL97	k99_506685	1	6368	6368	
TLL97_k99_243036	7747	TLL97	k99_243036	1	7747	7747	
TLL97_k99_421465	7969	TLL97	k99_421465	1	7969	7969	
TLL97_k99_24213	16394	TLL97	k99_24213	1	16394	16394	
TLL97_k99_127700	6238	TLL97	k99_127700	1	6238	6238	
TLL97_k99_191230	9677	TLL97	k99_191230	1	9677	9677	
TLL97_k99_137789	6038	TLL97	k99_137789	1	6038	6038	TLL97.bin.7.fa
TLL97_k99_84506	6285	TLL97	k99_84506	1	6285	6285	
TLL97_k99_250020	20535	TLL97	k99_250020	1	20535	20535	
TLL97_k99_15644	6878	TLL97	k99_15644	1	6878	6878	
TLL97_k99_65647_provirus_17266_35054	17789	TLL97	k99_65647	17266	35054	42354	TLL97.bin.44.fa
TLL97_k99_126177	9150	TLL97	k99_126177	1	9150	9150	TLL97.bin.9.fa
TLL97_k99_17281	26849	TLL97	k99_17281	1	26849	26849	
TLL97_k99_99813	5783	TLL97	k99_99813	1	5783	5783	
TLL97_k99_186468	5720	TLL97	k99_186468	1	5720	5720	TLL97.bin.59.fa
TLL97_k99_296975	9212	TLL97	k99_296975	1	9212	9212	
TLL97_k99_161981	51156	TLL97	k99_161981	1	51156	51156	
TLL97_k99_447362	9720	TLL97	k99_447362	1	9720	9720	
TLL97_k99_140255	16058	TLL97	k99_140255	1	16058	16058	
TLL97_k99_135247	10604	TLL97	k99_135247	1	10604	10604	
TLL97_k99_385802	7819	TLL97	k99_385802	1	7819	7819	TLL97.bin.50.fa
TLL97_k99_172409	19026	TLL97	k99_172409	1	19026	19026	
TLL97_k99_174424	8070	TLL97	k99_174424	1	8070	8070	TLL97.bin.40.fa
TLL97_k99_258102	7828	TLL97	k99_258102	1	7828	7828	
TLL97_k99_229124	7662	TLL97	k99_229124	1	7662	7662	TLL97.bin.48.fa
TLL97_k99_309673	8184	TLL97	k99_309673	1	8184	8184	TLL97.bin.20.fa
TLL97_k99_134418	6936	TLL97	k99_134418	1	6936	6936	TLL97.bin.69.fa
TLL97_k99_20328	6834	TLL97	k99_20328	1	6834	6834	TLL97.bin.51.fa
TLL97_k99_492021	5212	TLL97	k99_492021	1	5212	5212	TLL97.bin.60.fa
TLL97_k99_440082	13039	TLL97	k99_440082	1	13039	13039	
TLL97_k99_9141	6079	TLL97	k99_9141	1	6079	6079	
TLL97_k99_204507	8855	TLL97	k99_204507	1	8855	8855	
TLL97_k99_190228	10048	TLL97	k99_190228	1	10048	10048	
TLL97_k99_28687	9180	TLL97	k99_28687	1	9180	9180	
TLL97_k99_81693	7041	TLL97	k99_81693	1	7041	7041	
TLL97_k99_520951	9827	TLL97	k99_520951	1	9827	9827	
TLL97_k99_181398	6800	TLL97	k99_181398	1	6800	6800	
TLL97_k99_78175	5661	TLL97	k99_78175	1	5661	5661	TLL97.bin.69.fa
TLL97_k99_88766	15557	TLL97	k99_88766	1	15557	15557	
TLL97_k99_249530	5591	TLL97	k99_249530	1	5591	5591	TLL97.bin.7.fa
TLL97_k99_6031	6021	TLL97	k99_6031	1	6021	6021	
TLL97_k99_57889	6744	TLL97	k99_57889	1	6744	6744	
TLL97_k99_13396	8769	TLL97	k99_13396	1	8769	8769	
TLL97_k99_136365	6358	TLL97	k99_136365	1	6358	6358	
TLL97_k99_90171	11230	TLL97	k99_90171	1	11230	11230	
TLL97_k99_115347	7854	TLL97	k99_115347	1	7854	7854	
TLL97_k99_139734	11035	TLL97	k99_139734	1	11035	11035	TLL97.bin.65.fa
TLL97_k99_1434	7045	TLL97	k99_1434	1	7045	7045	
TLL97_k99_3145	11897	TLL97	k99_3145	1	11897	11897	
TLL97_k99_143450	6877	TLL97	k99_143450	1	6877	6877	
TLL97_k99_228513	6272	TLL97	k99_228513	1	6272	6272	
TLL97_k99_235362	10400	TLL97	k99_235362	1	10400	10400	
TLL97_k99_101541	25180	TLL97	k99_101541	1	25180	25180	TLL97.bin.39.fa
TLL97_k99_360495	7808	TLL97	k99_360495	1	7808	7808	
TLL97_k99_143582	6609	TLL97	k99_143582	1	6609	6609	
TLL97_k99_216960	8066	TLL97	k99_216960	1	8066	8066	
TLL97_k99_485607	5962	TLL97	k99_485607	1	5962	5962	
TLL97_k99_185413	6509	TLL97	k99_185413	1	6509	6509	
TLL97_k99_106486	6393	TLL97	k99_106486	1	6393	6393	
TLL97_k99_36547	6995	TLL97	k99_36547	1	6995	6995	
TLL97_k99_15507	9442	TLL97	k99_15507	1	9442	9442	
TLL97_k99_25306	8968	TLL97	k99_25306	1	8968	8968	
TLL97_k99_15321	15396	TLL97	k99_15321	1	15396	15396	TLL97.bin.5.fa
TLL97_k99_85155	16474	TLL97	k99_85155	1	16474	16474	TLL97.bin.65.fa
TLL97_k99_263908	11534	TLL97	k99_263908	1	11534	11534	
TLL97_k99_527553	14732	TLL97	k99_527553	1	14732	14732	
TLL97_k99_373266	9951	TLL97	k99_373266	1	9951	9951	
TLL97_k99_443905	7951	TLL97	k99_443905	1	7951	7951	TLL97.bin.48.fa
TLL97_k99_255679	5463	TLL97	k99_255679	1	5463	5463	TLL97.bin.40.fa
TLL97_k99_183851	22222	TLL97	k99_183851	1	22222	22222	
TLL97_k99_462065	5805	TLL97	k99_462065	1	5805	5805	TLL97.bin.1.fa
TLL97_k99_158080	7446	TLL97	k99_158080	1	7446	7446	
TLL97_k99_289570	6615	TLL97	k99_289570	1	6615	6615	
TLL97_k99_245316	6057	TLL97	k99_245316	1	6057	6057	
TLL98_k99_77564	5800	TLL98	k99_77564	1	5800	5800	
TLL98_k99_43738	16614	TLL98	k99_43738	1	16614	16614	
TLL98_k99_72382	5521	TLL98	k99_72382	1	5521	5521	
TLL98_k99_94352	7205	TLL98	k99_94352	1	7205	7205	
TLL98_k99_25350	25520	TLL98	k99_25350	1	25520	25520	
TLL98_k99_16704	7718	TLL98	k99_16704	1	7718	7718	
TLL98_k99_84664	6477	TLL98	k99_84664	1	6477	6477	
TLL98_k99_43639	5051	TLL98	k99_43639	1	5051	5051	TLL98.bin.34.fa
TLL98_k99_142300	5232	TLL98	k99_142300	1	5232	5232	
TLL98_k99_5469	5981	TLL98	k99_5469	1	5981	5981	
TLL98_k99_7380	8203	TLL98	k99_7380	1	8203	8203	
TLL98_k99_8562	7686	TLL98	k99_8562	1	7686	7686	
TLL98_k99_56579	5805	TLL98	k99_56579	1	5805	5805	
TLL98_k99_98488	10636	TLL98	k99_98488	1	10636	10636	
TLL98_k99_27721	7310	TLL98	k99_27721	1	7310	7310	
TLL98_k99_53533	27857	TLL98	k99_53533	1	27857	27857	
TLL98_k99_176043	7033	TLL98	k99_176043	1	7033	7033	
TLL98_k99_101132	5564	TLL98	k99_101132	1	5564	5564	
TLL98_k99_125250	5285	TLL98	k99_125250	1	5285	5285	
TLL98_k99_22840_provirus_525_49808	49284	TLL98	k99_22840	525	49808	85255	
TLL98_k99_207808	6323	TLL98	k99_207808	1	6323	6323	
TLL98_k99_71321	30206	TLL98	k99_71321	1	30206	30206	
TLL98_k99_69998	6766	TLL98	k99_69998	1	6766	6766	
TLL98_k99_80623	5768	TLL98	k99_80623	1	5768	5768	
TLL98_k99_13410	30263	TLL98	k99_13410	1	30263	30263	
TLL98_k99_149698	9225	TLL98	k99_149698	1	9225	9225	
TLL98_k99_51192	14254	TLL98	k99_51192	1	14254	14254	TLL98.bin.38.fa
TLL98_k99_49138	8643	TLL98	k99_49138	1	8643	8643	TLL98.bin.38.fa
TLL98_k99_51898	6606	TLL98	k99_51898	1	6606	6606	
TLL98_k99_16918	10653	TLL98	k99_16918	1	10653	10653	
TLL98_k99_3857	5497	TLL98	k99_3857	1	5497	5497	
TLL98_k99_86039	9251	TLL98	k99_86039	1	9251	9251	
TLL98_k99_118163	6231	TLL98	k99_118163	1	6231	6231	
TLL98_k99_73417	10517	TLL98	k99_73417	1	10517	10517	
TLL98_k99_188524	10517	TLL98	k99_188524	1	10517	10517	
TLL98_k99_99591	5342	TLL98	k99_99591	1	5342	5342	
TLL98_k99_157309	11130	TLL98	k99_157309	1	11130	11130	
TLL98_k99_199253	6343	TLL98	k99_199253	1	6343	6343	
TLL98_k99_199320	9369	TLL98	k99_199320	1	9369	9369	TLL98.bin.24.fa
TLL98_k99_91971	6566	TLL98	k99_91971	1	6566	6566	TLL98.bin.16.fa
TLL98_k99_33570_provirus_15407_28302	12896	TLL98	k99_33570	15407	28302	28302	
TLL98_k99_25051	9040	TLL98	k99_25051	1	9040	9040	
TLL98_k99_13053	8347	TLL98	k99_13053	1	8347	8347	
TLL98_k99_40855	7494	TLL98	k99_40855	1	7494	7494	TLL98.bin.17.fa
TLL98_k99_48419	5163	TLL98	k99_48419	1	5163	5163	TLL98.bin.34.fa
TLL98_k99_131125	5389	TLL98	k99_131125	1	5389	5389	
TLL98_k99_135073	5520	TLL98	k99_135073	1	5520	5520	
TLL98_k99_11246	8385	TLL98	k99_11246	1	8385	8385	
TLL98_k99_26922	6376	TLL98	k99_26922	1	6376	6376	
TLL98_k99_132110	20061	TLL98	k99_132110	1	20061	20061	TLL98.bin.34.fa
TLL98_k99_116487	5394	TLL98	k99_116487	1	5394	5394	
TLL98_k99_190433	5960	TLL98	k99_190433	1	5960	5960	TLL98.bin.16.fa
TLL98_k99_70320	14892	TLL98	k99_70320	1	14892	14892	TLL98.bin.17.fa
TLL98_k99_2192	5786	TLL98	k99_2192	1	5786	5786	
TLL98_k99_76328	6535	TLL98	k99_76328	1	6535	6535	TLL98.bin.17.fa
TLL98_k99_97932	6280	TLL98	k99_97932	1	6280	6280	
TLL98_k99_119855	13632	TLL98	k99_119855	1	13632	13632	TLL98.bin.27.fa
TLL98_k99_50656	8886	TLL98	k99_50656	1	8886	8886	
TLL98_k99_17439	6120	TLL98	k99_17439	1	6120	6120	
TLL98_k99_9180	5083	TLL98	k99_9180	1	5083	5083	
TLL98_k99_33928	7148	TLL98	k99_33928	1	7148	7148	TLL98.bin.24.fa
