contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
TLL47_54040__full	6743	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL47_73316__full	6553	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL47_83483__full	7758	No	NA	11	1	0	Low-quality	Genome-fragment	15.9	HMM-based (lower-bound)	0.0	1.0	
TLL47_85736__full	5179	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected; low-confidence DTR
TLL47_91929__full	5328	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL47_92115__full	8702	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL47_96622__full	6897	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL47_120581__full	12736	No	NA	17	2	1	Low-quality	Genome-fragment	17.08	AAI-based (medium-confidence)	0.0	1.0	
TLL47_210152__full	5475	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected; low-confidence DTR
TLL48_62631__0_partial_1	34975	No	NA	27	2	1	Low-quality	Genome-fragment	24.6	HMM-based (lower-bound)	0.0	1.0	
TLL48_352917__full_1	15441	No	NA	16	3	1	Low-quality	Genome-fragment	29.39	HMM-based (lower-bound)	0.0	1.0	
TLL48_259820__full_1	13081	No	NA	18	14	0	Low-quality	Genome-fragment	28.3	AAI-based (medium-confidence)	0.0	1.0	
TLL48_62424__full_1	15399	No	NA	14	3	0	Low-quality	Genome-fragment	46.23	AAI-based (high-confidence)	0.0	1.0	
TLL48_310583__full_1	5686	No	NA	7	2	0	Low-quality	Genome-fragment	13.29	AAI-based (medium-confidence)	0.0	1.0	
TLL48_67838__full_1	25654	No	NA	26	11	0	Medium-quality	Genome-fragment	71.27	AAI-based (medium-confidence)	0.0	1.0	
TLL48_116751__full_1	7049	No	NA	9	1	0	Low-quality	Genome-fragment	4.74	HMM-based (lower-bound)	0.0	1.01	
TLL48_13574__full_1	37600	No	NA	54	30	0	Medium-quality	Genome-fragment	82.55	AAI-based (high-confidence)	0.0	1.0	
TLL48_77194__full_1	14791	No	NA	23	5	0	Low-quality	Genome-fragment	32.37	AAI-based (high-confidence)	0.0	1.0	
TLL48_173118__full_1	29588	No	NA	46	15	0	Medium-quality	Genome-fragment	84.64	AAI-based (high-confidence)	0.0	1.0	
TLL48_223154__full	6911	No	NA	13	7	0	Low-quality	Genome-fragment	18.24	AAI-based (medium-confidence)	0.0	1.0	
TLL48_200150__full	6412	No	NA	10	1	0	Low-quality	Genome-fragment	10.27	AAI-based (medium-confidence)	0.0	1.0	
TLL48_112535__full	6367	No	NA	8	0	0	Low-quality	Genome-fragment	11.15	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL48_70061__full	16169	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_286609__full	6232	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_76913__full	5463	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL48_260227__full	5232	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_36538__full	5466	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL48_142325__full	5468	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_162289__full	6238	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_183075__full	7035	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_317106__full	6063	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_446832__full	5064	No	NA	6	1	0	Low-quality	Genome-fragment	5.83	HMM-based (lower-bound)	0.0	1.0	
TLL48_352385__full	5816	No	NA	5	1	0	Low-quality	Genome-fragment	4.46	HMM-based (lower-bound)	0.0	1.0	
TLL48_132883__full	6580	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL48_150235__full	5437	No	NA	7	1	1	Low-quality	Genome-fragment	11.89	AAI-based (medium-confidence)	0.0	1.0	
TLL48_277823__full	7306	No	NA	9	0	0	Low-quality	Genome-fragment	34.43	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL48_193721__full	5084	No	NA	4	0	0	Low-quality	Genome-fragment	5.65	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL48_115544__full	5443	No	NA	7	1	0	Low-quality	Genome-fragment	6.11	HMM-based (lower-bound)	0.0	1.0	
TLL48_432478__full	7161	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_395503__full	5664	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_92256__full	7809	No	NA	12	1	1	Low-quality	Genome-fragment	7.05	AAI-based (high-confidence)	0.0	1.0	
TLL48_6609__full	7477	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_4889__full	5031	No	NA	8	1	1	Low-quality	Genome-fragment	3.16	HMM-based (lower-bound)	0.0	1.0	
TLL48_25653__full	5117	No	NA	6	1	0	Low-quality	Genome-fragment	2.86	HMM-based (lower-bound)	0.0	1.0	
TLL48_31372__full	6092	No	NA	12	0	0	Low-quality	Genome-fragment	6.28	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL48_31927__full	7117	No	NA	8	1	0	Low-quality	Genome-fragment	5.49	HMM-based (lower-bound)	0.0	1.0	
TLL48_32485__full	8732	No	NA	4	1	0	Low-quality	Genome-fragment	18.73	HMM-based (lower-bound)	0.0	1.03	
TLL48_38461__full	6725	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_39870__full	5708	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_64822__full	6263	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_77754__full	17988	No	NA	35	5	1	Low-quality	Genome-fragment	22.52	AAI-based (medium-confidence)	0.0	1.0	
TLL48_94992__full	5341	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
TLL48_98240__full	6692	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_109354__full	21578	No	NA	22	1	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
TLL48_122136__full	5356	No	NA	5	0	0	Low-quality	Genome-fragment	9.55	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL48_124385__full	23412	No	NA	33	1	0	Low-quality	Genome-fragment	10.78	AAI-based (medium-confidence)	0.0	1.0	
TLL48_136279__full	5245	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_140955__full	6191	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL48_162405__full	6367	No	NA	3	0	0	Low-quality	Genome-fragment	5.77	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL48_171656__full	5622	No	NA	3	1	0	Low-quality	Genome-fragment	2.01	HMM-based (lower-bound)	0.0	1.0	
TLL48_176114__full	5542	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_207025__full	6258	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL48_217475__full	5586	No	NA	3	0	0	Low-quality	Genome-fragment	5.06	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL48_244919__full	6536	No	NA	15	1	0	Low-quality	Genome-fragment	1.67	AAI-based (high-confidence)	0.0	1.0	
TLL48_247542__full	7116	No	NA	9	1	0	Low-quality	Genome-fragment	7.99	HMM-based (lower-bound)	0.0	1.0	
TLL48_326882__full	6064	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected; low-confidence DTR
TLL48_363339__full	5034	No	NA	8	6	0	Low-quality	Genome-fragment	10.65	AAI-based (high-confidence)	0.0	1.0	
TLL48_465959__full	9934	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_77485__0_partial_1	21944	No	NA	31	4	0	Medium-quality	Genome-fragment	66.39	AAI-based (high-confidence)	0.0	1.0	
TLL49_98427__full_1	5116	No	NA	8	3	0	Low-quality	Genome-fragment	12.79	AAI-based (medium-confidence)	0.0	1.0	
TLL49_15707__full_1	5142	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_5184__full_1	15238	No	NA	16	5	0	Low-quality	Genome-fragment	36.62	AAI-based (medium-confidence)	0.0	1.0	
TLL49_123726__full_1	11693	No	NA	18	4	0	Low-quality	Genome-fragment	14.16	HMM-based (lower-bound)	0.0	1.0	
TLL49_244076__full_1	8241	No	NA	12	2	0	Low-quality	Genome-fragment	10.13	HMM-based (lower-bound)	0.0	1.0	
TLL49_69387__full	8482	No	NA	12	0	0	Low-quality	Genome-fragment	4.86	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL49_78018__full	6914	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_436817__full	5279	No	NA	6	1	0	Low-quality	Genome-fragment	6.99	HMM-based (lower-bound)	0.0	1.0	
TLL49_128682__full	10073	No	NA	11	3	1	Low-quality	Genome-fragment	19.17	HMM-based (lower-bound)	0.0	1.0	
TLL49_43417__full	6932	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_85724__full	13182	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_238474__full	5113	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_312670__full	5096	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_272005__full	7636	No	NA	14	2	2	Low-quality	Genome-fragment	15.3	HMM-based (lower-bound)	0.0	1.0	
TLL49_427404__full	5265	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_321065__full	8137	No	NA	17	1	0	Low-quality	Genome-fragment	19.01	AAI-based (medium-confidence)	0.0	1.0	
TLL49_5034__full	7677	No	NA	12	3	0	Low-quality	Genome-fragment	6.39	HMM-based (lower-bound)	0.0	1.0	
TLL49_155815__full	5770	No	NA	6	0	0	Low-quality	Genome-fragment	9.66	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL49_421663__full	6644	No	NA	12	1	1	Low-quality	Genome-fragment	5.33	HMM-based (lower-bound)	0.0	1.0	
TLL49_122833__full	11336	No	NA	12	6	1	Low-quality	Genome-fragment	26.51	AAI-based (medium-confidence)	0.0	1.0	
TLL49_156565__full	8214	No	NA	9	3	0	Low-quality	Genome-fragment	15.67	HMM-based (lower-bound)	0.0	1.0	
TLL49_175027__full	9816	No	NA	11	1	0	Low-quality	Genome-fragment	14.68	HMM-based (lower-bound)	0.0	1.0	
TLL49_16542__full	8613	No	NA	13	1	0	Low-quality	Genome-fragment	6.17	HMM-based (lower-bound)	0.0	1.0	
TLL49_27635__full	5994	No	NA	9	0	0	Low-quality	Genome-fragment	3.83	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL49_116814__full	11694	No	NA	12	1	1	Low-quality	Genome-fragment	9.02	HMM-based (lower-bound)	0.0	1.0	
TLL49_342122__full	11218	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_139518__full	5422	No	NA	9	1	1	Low-quality	Genome-fragment	11.49	AAI-based (medium-confidence)	0.0	1.0	
TLL49_13215__full	6553	No	NA	8	1	1	Low-quality	Genome-fragment	4.12	HMM-based (lower-bound)	0.0	1.0	
TLL49_41650__full	5231	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_13531__full	7240	No	NA	9	1	0	Low-quality	Genome-fragment	9.58	HMM-based (lower-bound)	0.0	1.0	
TLL49_14741__full	5315	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_29174__full	5650	No	NA	7	1	1	Low-quality	Genome-fragment	9.54	AAI-based (medium-confidence)	0.0	1.0	
TLL49_34869__full	12221	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_52809__full	6589	No	NA	6	0	0	Low-quality	Genome-fragment	4.82	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL49_76989__full	14766	No	NA	24	1	0	Low-quality	Genome-fragment	6.0	HMM-based (lower-bound)	0.0	1.0	
TLL49_91042__full	10627	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_140312__full	11356	No	NA	16	2	2	Low-quality	Genome-fragment	19.48	HMM-based (lower-bound)	0.0	1.0	
TLL49_173299__full	13666	No	NA	22	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL49_186052__full	6088	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL49_195248__full	5014	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL49_230515__full	9393	No	NA	14	1	0	Low-quality	Genome-fragment	6.31	HMM-based (lower-bound)	0.0	1.0	
TLL49_262631__full	5228	No	NA	2	0	0	Low-quality	Genome-fragment	6.82	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL49_310218__full	27745	No	NA	34	6	3	Low-quality	Genome-fragment	42.71	HMM-based (lower-bound)	0.0	1.0	
TLL50_189437__0_partial_1	9103	No	NA	8	1	0	Low-quality	Genome-fragment	20.54	AAI-based (medium-confidence)	0.0	1.0	
TLL50_232583__full	13289	No	NA	17	2	2	Low-quality	Genome-fragment	7.49	HMM-based (lower-bound)	0.0	1.0	
TLL50_148864__full	9658	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL50_20229__full	6866	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL50_27370__full	5554	No	NA	4	0	0	Low-quality	Genome-fragment	5.22	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL50_54557__full	7779	No	NA	17	1	0	High-quality	High-quality	96.11	AAI-based (high-confidence)	0.0	1.0	
TLL50_150763__full	5723	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL50_41054__full	5585	No	NA	11	0	0	Low-quality	Genome-fragment	9.02	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL50_49029__full	11591	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL50_66170__full	5718	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL50_60628__full	5584	No	NA	9	2	0	Low-quality	Genome-fragment	3.95	HMM-based (lower-bound)	0.0	1.0	
TLL50_33683__full	25601	No	NA	17	4	1	Low-quality	Genome-fragment	14.75	AAI-based (high-confidence)	0.0	1.0	
TLL50_130658__full	8008	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL50_166002__full	6433	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL50_4851__full	6207	No	NA	11	1	0	Low-quality	Genome-fragment	7.68	HMM-based (lower-bound)	0.0	1.0	
TLL50_22230__full	12735	No	NA	15	2	1	Low-quality	Genome-fragment	18.39	AAI-based (medium-confidence)	0.0	1.0	
TLL50_98197__full	6923	No	NA	8	2	0	Low-quality	Genome-fragment	16.55	AAI-based (medium-confidence)	0.0	1.0	
TLL50_98709__full	6493	No	NA	11	0	0	Low-quality	Genome-fragment	7.12	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL50_100029__full	5540	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL50_153722__full	6000	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL50_159286__full	8406	No	NA	11	0	0	Low-quality	Genome-fragment	12.15	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL50_167772__full	10227	No	NA	15	1	0	Low-quality	Genome-fragment	6.58	HMM-based (lower-bound)	0.0	1.0	
TLL50_184092__full	5510	No	NA	7	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
TLL50_242169__full	5008	No	NA	10	0	0	Low-quality	Genome-fragment	39.43	AAI-based (high-confidence)	0.0	1.01	no viral genes detected
TLL50_254001__full	6054	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	2.0	no viral genes detected; high kmer_freq may indicate large duplication; low-confidence ITR
TLL51_5211__full_1	10275	No	NA	11	2	0	Low-quality	Genome-fragment	22.45	HMM-based (lower-bound)	0.0	1.0	
TLL51_102337__full_1	5851	No	NA	12	3	0	Low-quality	Genome-fragment	15.63	AAI-based (high-confidence)	0.0	1.0	
TLL51_278898__full_1	6141	No	NA	2	1	0	Low-quality	Genome-fragment	17.02	AAI-based (high-confidence)	0.0	1.0	
TLL51_111154__full_1	10643	No	NA	12	3	1	Low-quality	Genome-fragment	26.26	AAI-based (high-confidence)	0.0	1.0	
TLL51_222120__full_1	6703	No	NA	8	1	0	Medium-quality	Genome-fragment	83.13	AAI-based (medium-confidence)	0.0	1.0	
TLL51_34060__full_1	6949	No	NA	14	2	0	Low-quality	Genome-fragment	19.1	AAI-based (high-confidence)	0.0	1.0	
TLL51_162487__full_1	5420	No	NA	3	1	0	Low-quality	Genome-fragment	12.21	AAI-based (high-confidence)	0.0	1.0	
TLL51_260200__full_1	7409	No	NA	7	2	0	Low-quality	Genome-fragment	9.61	HMM-based (lower-bound)	0.0	1.0	
TLL51_106013__full_1	10458	No	NA	22	4	0	Low-quality	Genome-fragment	7.2	AAI-based (high-confidence)	0.0	1.0	
TLL51_277989__full_1	9626	No	NA	19	2	2	Low-quality	Genome-fragment	5.06	HMM-based (lower-bound)	0.0	1.0	
TLL51_333992__full	7315	No	NA	12	0	0	Low-quality	Genome-fragment	12.94	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL51_21567__full	6733	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_127822__full	5964	No	NA	8	2	0	Low-quality	Genome-fragment	1.36	HMM-based (lower-bound)	0.0	1.0	
TLL51_33607__full	7804	No	NA	8	4	0	Low-quality	Genome-fragment	12.12	AAI-based (medium-confidence)	0.0	1.0	
TLL51_132954__full	5843	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_82924__full	10658	No	NA	9	0	0	Low-quality	Genome-fragment	11.27	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL51_19590__full	9180	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_37517__full	5472	No	NA	5	2	0	Low-quality	Genome-fragment	12.08	AAI-based (medium-confidence)	0.0	1.0	
TLL51_264106__full	7851	No	NA	14	0	0	Low-quality	Genome-fragment	13.9	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL51_345141__full	8499	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_403215__full	5432	No	NA	6	0	0	Low-quality	Genome-fragment	3.86	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL51_448857__full	7953	No	NA	8	1	1	Low-quality	Genome-fragment	16.89	AAI-based (high-confidence)	0.0	1.0	
TLL51_98807__full	8056	No	NA	14	1	0	Low-quality	Genome-fragment	11.08	HMM-based (lower-bound)	0.0	1.0	
TLL51_116624__full	6288	No	NA	12	1	0	Low-quality	Genome-fragment	13.61	AAI-based (high-confidence)	0.0	1.0	
TLL51_183511__full	7767	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_110111__full	5661	No	NA	6	0	0	Low-quality	Genome-fragment	5.02	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL51_168889__full	6076	No	NA	5	0	0	Low-quality	Genome-fragment	13.43	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL51_5431__full	5857	No	NA	6	1	0	Low-quality	Genome-fragment	2.09	HMM-based (lower-bound)	0.0	1.0	
TLL51_53864__full	8586	No	NA	11	0	0	Low-quality	Genome-fragment	19.96	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL51_69550__full	8189	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_92210__full	5378	No	NA	13	1	0	Low-quality	Genome-fragment	3.85	HMM-based (lower-bound)	0.0	1.0	
TLL51_162953__full	5163	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_365448__full	6156	No	NA	12	2	0	Low-quality	Genome-fragment	3.07	HMM-based (lower-bound)	0.0	1.0	
TLL51_374788__full	6586	No	NA	9	1	0	Low-quality	Genome-fragment	15.31	AAI-based (medium-confidence)	0.0	1.0	
TLL51_68737__full	6172	No	NA	7	0	0	Low-quality	Genome-fragment	6.56	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL51_95024__full	7356	No	NA	9	0	0	Low-quality	Genome-fragment	6.12	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL51_269910__full	8544	No	NA	15	0	0	Low-quality	Genome-fragment	35.98	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL51_14227__full	9169	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_14707__full	7856	No	NA	13	2	1	Low-quality	Genome-fragment	11.16	HMM-based (lower-bound)	0.0	1.01	
TLL51_57028__full	5537	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_57750__full	8266	No	NA	4	1	0	Low-quality	Genome-fragment	5.02	HMM-based (lower-bound)	0.0	1.01	
TLL51_72540__full	7532	No	NA	7	2	0	Low-quality	Genome-fragment	5.08	HMM-based (lower-bound)	0.0	1.0	
TLL51_76233__full	5612	No	NA	8	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
TLL51_136708__full	5296	No	NA	11	0	0	Low-quality	Genome-fragment	14.75	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL51_164749__full	6103	No	NA	5	0	0	Low-quality	Genome-fragment	5.86	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL51_173053__full	6805	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_207784__full	5708	No	NA	7	0	0	Low-quality	Genome-fragment	15.89	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL51_218029__full	7306	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL51_321079__full	6726	No	NA	9	1	0	Low-quality	Genome-fragment	10.18	HMM-based (lower-bound)	0.0	1.0	
TLL51_382652__full	6321	No	NA	4	0	0	Low-quality	Genome-fragment	7.81	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL51_398919__full	5802	No	NA	7	0	0	Medium-quality	Genome-fragment	68.88	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL51_426588__full	5168	No	NA	6	0	0	Low-quality	Genome-fragment	3.84	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL52_304542__full_1	7285	No	NA	9	1	0	Low-quality	Genome-fragment	10.9	HMM-based (lower-bound)	0.0	1.01	
TLL52_306919__full_1	11763	No	NA	25	6	0	Low-quality	Genome-fragment	36.43	AAI-based (high-confidence)	0.0	1.0	
TLL52_224639__0_partial	13484	No	NA	12	5	1	Low-quality	Genome-fragment	19.35	AAI-based (high-confidence)	0.0	1.0	
TLL52_15258__full	5948	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_54976__full	5035	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_64528__full	7879	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_90494__full	18096	No	NA	18	0	0	Low-quality	Genome-fragment	15.24	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL52_167667__full	8510	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_301242__full	5516	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_281694__full	5864	No	NA	11	1	1	Low-quality	Genome-fragment	3.71	HMM-based (lower-bound)	0.0	1.0	
TLL52_8947__full	9308	No	NA	15	0	0	Low-quality	Genome-fragment	21.81	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL52_322988__full	5052	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_143506__full	15323	No	NA	20	3	1	Low-quality	Genome-fragment	35.58	AAI-based (medium-confidence)	0.0	1.0	
TLL52_334914__full	9829	No	NA	11	2	1	Low-quality	Genome-fragment	21.47	HMM-based (lower-bound)	0.0	1.0	
TLL52_141043__full	5421	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_31644__full	6396	No	NA	2	0	0	Low-quality	Genome-fragment	8.03	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL52_52512__full	6944	No	NA	7	2	0	Low-quality	Genome-fragment	4.92	HMM-based (lower-bound)	0.0	1.0	
TLL52_37035__full	5222	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL52_56313__full	6388	No	NA	7	0	0	Low-quality	Genome-fragment	3.95	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL52_348464__full	5057	No	NA	6	0	0	Low-quality	Genome-fragment	12.47	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL52_348824__full	5589	No	NA	6	0	0	Low-quality	Genome-fragment	2.15	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL52_355__full	7690	No	NA	9	0	0	Low-quality	Genome-fragment	5.29	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL52_2888__full	24994	No	NA	44	1	0	Low-quality	Genome-fragment	17.89	HMM-based (lower-bound)	0.0	1.0	
TLL52_123790__full	17504	No	NA	27	1	1	Low-quality	Genome-fragment	9.87	HMM-based (lower-bound)	0.0	1.0	
TLL52_201408__full	8796	No	NA	14	2	0	Low-quality	Genome-fragment	3.21	HMM-based (lower-bound)	0.0	1.0	
TLL52_225152__full	10433	No	NA	16	1	0	Low-quality	Genome-fragment	7.25	AAI-based (medium-confidence)	0.0	1.0	
