seq_id_hyb	seq_len_hyb	votu95_id	sample_id_hyb	seq_id_sr	seq_len_sr	sample_id_sr	#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
TLL91_opera_contig_116779_provirus_8935_56940	48006	hyb_TLL91_opera_contig_116779_provirus_8935_56940	91	TLL91_k99_42352	12591	91	TLL91_opera_contig_116779_provirus_8935_56940	1	48006	9370	47949	99.8813	24.5717	39.8	60.0
TLL91_opera_contig_116860_provirus_135338_175061	39724	hyb_TLL91_opera_contig_116860_provirus_135338_175061	91	TLL91_k99_126619	7822	91	TLL91_opera_contig_116860_provirus_135338_175061	1	39724	59512	39724	100.0	196.651	39.6	60.0
TLL91_opera_contig_116894_provirus_26869_45385	18517	hyb_TLL91_opera_contig_116894_provirus_26869_45385	91	TLL91_k99_3475	8016	91	TLL91_opera_contig_116894_provirus_26869_45385	1	18517	1819	18438	99.5734	12.7216	39.6	60.0
TLL91_opera_contig_116907_provirus_76550_140308	63759	hyb_TLL91_opera_contig_116907_provirus_76550_140308	91	TLL91_k99_198429	5938	91	TLL91_opera_contig_116907_provirus_76550_140308	1	63759	6743	60168	94.3679	13.4314	39.7	57.1
TLL91_opera_contig_116975_provirus_123118_154813	31696	hyb_TLL91_opera_contig_116975_provirus_123118_154813	91	TLL91_k99_6687	12037	91	TLL91_opera_contig_116975_provirus_123118_154813	1	31696	16384	31696	100.0	67.0044	39.7	60.0
TLL91_opera_contig_116984_provirus_771744_813235	41492	hyb_TLL91_opera_contig_116984_provirus_771744_813235	91	TLL91_k99_54202	16937	91	TLL91_opera_contig_116984_provirus_771744_813235	1	41492	13461	41492	100.0	41.2165	39.7	60.0
TLL91_opera_contig_117326_provirus_2_18050	18049	hyb_TLL91_opera_contig_117326_provirus_2_18050	91	TLL91_k99_107013	6061	91	TLL91_opera_contig_117326_provirus_2_18050	1	18049	1873	17896	99.1523	13.3161	39.8	60.0
TLL91_opera_contig_117632_provirus_1_47786	47786	hyb_TLL91_opera_contig_117632_provirus_1_47786	91	TLL91_k99_3003	5875	91	TLL91_opera_contig_117632_provirus_1_47786	1	47786	7274	44855	93.8664	19.2724	39.8	40.0
TLL91_opera_contig_129_provirus_1_31723	31723	hyb_TLL91_opera_contig_129_provirus_1_31723	91	TLL91_k99_2519	5086	91	TLL91_opera_contig_129_provirus_1_31723	1	31723	27941	31723	100.0	113.132	39.7	59.8
TLL91_opera_contig_131	37911	hyb_TLL91_opera_contig_131	91	TLL91_k99_103445	13923	91	TLL91_opera_contig_131	1	37911	6788	37897	99.9631	23.1272	39.6	60.0
TLL91_opera_contig_134	44777	hyb_TLL91_opera_contig_134	91	TLL91_k99_181290	7788	91	TLL91_opera_contig_134	1	44777	7217	44412	99.1848	20.5119	39.8	59.9
TLL91_opera_contig_14	99572	hyb_TLL91_opera_contig_14	91	TLL91_k99_156740	6368	91	TLL91_opera_contig_14	1	99572	6822	98390	98.8129	8.72081	39.9	60.0
TLL91_opera_contig_170	32041	hyb_TLL91_opera_contig_170	91	TLL91_k99_10654	14973	91	TLL91_opera_contig_170	1	32041	3803	32018	99.9282	15.3047	39.8	60.0
TLL91_opera_contig_183	32027	hyb_TLL91_opera_contig_183	91	TLL91_k99_63636	14212	91	TLL91_opera_contig_183	1	32027	16489	32027	100.0	65.5346	39.7	60.0
TLL91_opera_contig_199	32770	hyb_TLL91_opera_contig_199	91	TLL91_95228__full	6197	91	TLL91_opera_contig_199	1	32770	18325	32756	99.9573	71.2158	39.7	37.8
TLL91_opera_contig_213	66297	hyb_TLL91_opera_contig_213	91	TLL91_k99_2377	8719	91	TLL91_opera_contig_213	1	66297	24525	66296	99.9985	47.1128	39.8	47.3
TLL91_opera_contig_263_provirus_2467_29655	27189	hyb_TLL91_opera_contig_263_provirus_2467_29655	91	TLL91_k99_236228	11908	91	TLL91_opera_contig_263_provirus_2467_29655	1	27189	15568	27182	99.9743	72.5748	39.8	59.9
TLL91_opera_contig_288	38051	hyb_TLL91_opera_contig_288	91	TLL91_k99_38219	5946	91	TLL91_opera_contig_288	1	38051	6922	37934	99.6925	23.3987	39.7	60.0
TLL91_opera_contig_296	31683	hyb_TLL91_opera_contig_296	91	TLL91_k99_36662	9183	91	TLL91_opera_contig_296	1	31683	5477	31683	100.0	21.8889	39.9	49.3
TLL91_opera_contig_314	22637	hyb_TLL91_opera_contig_314	91	TLL91_k99_259576	7247	91	TLL91_opera_contig_314	1	22637	4891	22624	99.9426	27.4888	39.8	60.0
TLL91_opera_contig_37_provirus_3_54703	54701	hyb_TLL91_opera_contig_37_provirus_3_54703	91	TLL91_k99_44300_provirus_10969_31702	20734	91	TLL91_opera_contig_37_provirus_3_54703	1	54701	18351	54701	100.0	42.6259	39.8	53.8
TLL91_opera_contig_408	38554	hyb_TLL91_opera_contig_408	91	TLL91_k99_119452	9715	91	TLL91_opera_contig_408	1	38554	5307	38516	99.9014	17.4186	39.8	31.7
TLL91_opera_contig_42	59344	hyb_TLL91_opera_contig_42	91	TLL91_k99_199726	21814	91	TLL91_opera_contig_42	1	59344	13833	58863	99.1895	29.7376	39.8	60.0
TLL91_opera_contig_51_provirus_3_62326	62324	hyb_TLL91_opera_contig_51_provirus_3_62326	91	TLL91_k99_213275	18765	91	TLL91_opera_contig_51_provirus_3_62326	1	62324	12661	61180	98.1644	26.2083	39.7	60.0
TLL91_opera_contig_67	60470	hyb_TLL91_opera_contig_67	91	TLL91_k99_39671	19848	91	TLL91_opera_contig_67	1	60470	15008	60425	99.9256	31.6527	39.8	60.0
TLL91_opera_contig_85_provirus_49028_74785	25758	hyb_TLL91_opera_contig_85_provirus_49028_74785	91	TLL91_k99_110336	10176	91	TLL91_opera_contig_85_provirus_49028_74785	1	25758	14747	25758	100.0	73.0683	39.7	60.0
TLL92_133856__0_partial_1	167207	hyb_TLL92_133856__0_partial_1	92	TLL92_k99_37365	26056	92	TLL92_133856__0_partial_1	1	167207	179020	167207	100.0	138.008	39.8	60.0
TLL92_196__full_1	16130	hyb_TLL92_196__full_1	92	TLL92_222523__full	5122	92	TLL92_196__full_1	1	16130	15327	16130	100.0	121.108	39.8	60.0
TLL92_54__full_1	56521	hyb_TLL92_54__full_1	92	TLL92_k99_74672	7152	92	TLL92_54__full_1	1	56521	87792	56521	100.0	205.953	39.6	60.0
TLL92_opera_contig_133793_provirus_51855_71520	19666	hyb_TLL92_opera_contig_133793_provirus_51855_71520	92	TLL92_k99_81087	7319	92	TLL92_opera_contig_133793_provirus_51855_71520	1	19666	45262	19666	100.0	307.223	39.5	60.0
TLL92_opera_contig_134277_provirus_66543_114272	47730	hyb_TLL92_opera_contig_134277_provirus_66543_114272	92	TLL92_k99_95001	13491	92	TLL92_opera_contig_134277_provirus_66543_114272	1	47730	51174	47730	100.0	138.658	39.7	60.0
TLL92_opera_contig_134378_provirus_393617_461581	67965	hyb_TLL92_opera_contig_134378_provirus_393617_461581	92	TLL92_k99_9278	8823	92	TLL92_opera_contig_134378_provirus_393617_461581	1	67965	71421	67965	100.0	134.504	39.8	60.0
TLL92_opera_contig_135163_provirus_119378_163460	44083	hyb_TLL92_opera_contig_135163_provirus_119378_163460	92	TLL92_k99_168537	5670	92	TLL92_opera_contig_135163_provirus_119378_163460	1	44083	84386	44083	100.0	255.202	39.5	60.0
TLL92_opera_contig_136330_provirus_117820_158612	40793	hyb_TLL92_opera_contig_136330_provirus_117820_158612	92	TLL92_k99_80611	6994	92	TLL92_opera_contig_136330_provirus_117820_158612	1	40793	89347	40793	100.0	287.119	39.6	60.0
TLL92_opera_contig_15_provirus_283_52462	52180	hyb_TLL92_opera_contig_15_provirus_283_52462	92	TLL92_k99_133243	8404	92	TLL92_opera_contig_15_provirus_283_52462	1	52180	39419	52180	100.0	97.757	39.8	60.0
TLL92_opera_contig_249	23210	hyb_TLL92_opera_contig_249	92	TLL92_k99_3771	7827	92	TLL92_opera_contig_249	1	23210	12353	23180	99.8707	67.2181	39.8	52.4
TLL92_opera_contig_26_provirus_3587_52236	48650	hyb_TLL92_opera_contig_26_provirus_3587_52236	92	TLL92_k99_102913_provirus_6707_14906	8200	92	TLL92_opera_contig_26_provirus_3587_52236	1	48650	27486	48650	100.0	71.7821	39.8	56.7
TLL92_opera_contig_349	18766	hyb_TLL92_opera_contig_349	92	TLL92_k99_88147	8036	92	TLL92_opera_contig_349	1	18766	12800	18766	100.0	86.9424	39.8	60.0
TLL92_opera_contig_35	71390	hyb_TLL92_opera_contig_35	92	TLL92_k99_195374	20618	92	TLL92_opera_contig_35	1	71390	58897	71390	100.0	106.113	39.8	57.1
TLL92_opera_contig_36	62293	hyb_TLL92_opera_contig_36	92	TLL92_k99_36993	23474	92	TLL92_opera_contig_36	1	62293	40368	62293	100.0	83.5266	39.8	60.0
TLL92_opera_contig_490	14208	hyb_TLL92_opera_contig_490	92	TLL92_k99_105887	5402	92	TLL92_opera_contig_490	1	14208	822	13491	94.9535	7.69989	39.6	60.0
TLL92_opera_contig_68	43643	hyb_TLL92_opera_contig_68	92	TLL92_40599__full	13772	92	TLL92_opera_contig_68	1	43643	9159	43643	100.0	27.1297	39.6	59.9
TLL92_opera_contig_69	47331	hyb_TLL92_opera_contig_69	92	TLL92_k99_122250	5065	92	TLL92_opera_contig_69	1	47331	151892	47331	100.0	413.862	39.7	60.0
TLL92_opera_contig_74	48831	hyb_TLL92_opera_contig_74	92	TLL92_k99_21501	11653	92	TLL92_opera_contig_74	1	48831	98725	48831	100.0	259.955	39.7	60.0
TLL92_opera_contig_77	44896	hyb_TLL92_opera_contig_77	92	TLL92_5468__full	21641	92	TLL92_opera_contig_77	1	44896	35844	44896	100.0	102.621	39.8	58.2
TLL92_opera_contig_85	40162	hyb_TLL92_opera_contig_85	92	TLL92_k99_2073	18969	92	TLL92_opera_contig_85	1	40162	65342	40149	99.9676	216.887	39.6	60.0
TLL93_147__full	54307	hyb_TLL93_147__full	93	TLL93_k99_15337	6516	93	TLL93_147__full	1	54307	49643	54307	100.0	116.614	39.1	59.1
TLL93_171404__full_1	51116	hyb_TLL93_171404__full_1	93	TLL93_k99_201905	7561	93	TLL93_171404__full_1	1	51116	5421	49080	96.0169	13.4265	39.2	60.0
TLL93_171712__0_partial_1	14990	hyb_TLL93_171712__0_partial_1	93	TLL93_50687__full_1	5634	93	TLL93_171712__0_partial_1	1	14990	3412	14990	100.0	29.7221	38.9	60.0
TLL93_37__full_1	62400	hyb_TLL93_37__full_1	93	TLL93_30066__full	16168	93	TLL93_37__full_1	1	62400	6276	62271	99.7933	12.7838	39.0	59.6
TLL93_opera_contig_107	55925	hyb_TLL93_opera_contig_107	93	TLL93_k99_230295	19500	93	TLL93_opera_contig_107	1	55925	22293	55924	99.9982	50.2064	39.1	59.4
TLL93_opera_contig_10_provirus_1_85827	85827	hyb_TLL93_opera_contig_10_provirus_1_85827	93	TLL93_k99_107860	35779	93	TLL93_opera_contig_10_provirus_1_85827	1	85827	17374	85735	99.8928	26.6821	38.9	60.0
TLL93_opera_contig_10_provirus_89653_190441	100789	hyb_TLL93_opera_contig_10_provirus_89653_190441	93	TLL93_k99_215268	49071	93	TLL93_opera_contig_10_provirus_89653_190441	1	100789	21315	100241	99.4563	27.979	38.9	60.0
TLL93_opera_contig_114	54020	hyb_TLL93_opera_contig_114	93	TLL93_k99_212045	6981	93	TLL93_opera_contig_114	1	54020	179084	54020	100.0	427.791	39.1	52.1
TLL93_opera_contig_126	42839	hyb_TLL93_opera_contig_126	93	TLL93_k99_43826	17772	93	TLL93_opera_contig_126	1	42839	44777	42839	100.0	134.952	39.1	60.0
TLL93_opera_contig_145	55484	hyb_TLL93_opera_contig_145	93	TLL93_k99_213198	9594	93	TLL93_opera_contig_145	1	55484	164474	55483	99.9982	380.002	39.1	51.9
TLL93_opera_contig_150	38094	hyb_TLL93_opera_contig_150	93	TLL93_k99_159628	16622	93	TLL93_opera_contig_150	1	38094	4278	38081	99.9659	14.4676	39.0	60.0
TLL93_opera_contig_153	43199	hyb_TLL93_opera_contig_153	93	TLL93_k99_143438	9305	93	TLL93_opera_contig_153	1	43199	7773	42551	98.5	22.7441	39.2	50.8
TLL93_opera_contig_167	36084	hyb_TLL93_opera_contig_167	93	TLL93_k99_74392	10498	93	TLL93_opera_contig_167	1	36084	2833	35522	98.4425	10.0431	39.0	60.0
TLL93_opera_contig_169	36472	hyb_TLL93_opera_contig_169	93	TLL93_k99_33329	10332	93	TLL93_opera_contig_169	1	36472	2941	36429	99.8821	10.1793	39.1	59.4
TLL93_opera_contig_171707_provirus_224131_257860	33730	hyb_TLL93_opera_contig_171707_provirus_224131_257860	93	TLL93_k99_41960	7740	93	TLL93_opera_contig_171707_provirus_224131_257860	1	33730	10429	32957	97.7083	38.8395	39.1	58.8
TLL93_opera_contig_171708_provirus_123728_180312	56585	hyb_TLL93_opera_contig_171708_provirus_123728_180312	93	TLL93_k99_214441	12696	93	TLL93_opera_contig_171708_provirus_123728_180312	1	56585	9574	56585	100.0	22.0801	39.0	60.0
TLL93_opera_contig_171783	58780	hyb_TLL93_opera_contig_171783	93	TLL93_k99_69667	5432	93	TLL93_opera_contig_171783	1	58780	2963	53826	91.572	6.56876	39.0	60.0
TLL93_opera_contig_172345_provirus_139745_155711	15967	hyb_TLL93_opera_contig_172345_provirus_139745_155711	93	TLL93_k99_133319	5062	93	TLL93_opera_contig_172345_provirus_139745_155711	1	15967	816	14868	93.1171	6.3821	39.1	59.2
TLL93_opera_contig_172367	42089	hyb_TLL93_opera_contig_172367	93	TLL93_k99_327680	6620	93	TLL93_opera_contig_172367	1	42089	3652	41278	98.0731	11.0163	39.1	60.0
TLL93_opera_contig_172869_provirus_38511_85145	46635	hyb_TLL93_opera_contig_172869_provirus_38511_85145	93	TLL93_k99_81076	16464	93	TLL93_opera_contig_172869_provirus_38511_85145	1	46635	4051	46330	99.346	11.2178	39.0	60.0
TLL93_opera_contig_172897_provirus_321842_358443	36602	hyb_TLL93_opera_contig_172897_provirus_321842_358443	93	TLL93_k99_11711	8520	93	TLL93_opera_contig_172897_provirus_321842_358443	1	36602	2517	36254	99.0492	8.85386	39.0	60.0
TLL93_opera_contig_172934_provirus_88050_139290	51241	hyb_TLL93_opera_contig_172934_provirus_88050_139290	93	TLL93_k99_24865	20076	93	TLL93_opera_contig_172934_provirus_88050_139290	1	51241	19156	50728	98.9988	47.2939	39.1	58.9
TLL93_opera_contig_173663_provirus_78884_137104	58221	hyb_TLL93_opera_contig_173663_provirus_78884_137104	93	TLL93_k99_88667	26308	93	TLL93_opera_contig_173663_provirus_78884_137104	1	58221	44809	57126	98.1192	98.5933	39.1	58.9
TLL93_opera_contig_174177_provirus_58908_94993	36086	hyb_TLL93_opera_contig_174177_provirus_58908_94993	93	TLL93_k99_108458	7160	93	TLL93_opera_contig_174177_provirus_58908_94993	1	36086	1988	34787	96.4003	7.03619	39.2	60.0
TLL93_opera_contig_174864_provirus_158827_197704	38878	hyb_TLL93_opera_contig_174864_provirus_158827_197704	93	TLL93_k99_74278_provirus_3_13644	13642	93	TLL93_opera_contig_174864_provirus_158827_197704	1	38878	6159	38845	99.9151	20.3145	39.1	60.0
TLL93_opera_contig_174911	48004	hyb_TLL93_opera_contig_174911	93	TLL93_k99_243889	14556	93	TLL93_opera_contig_174911	1	48004	8070	47874	99.7292	21.3648	39.1	60.0
TLL93_opera_contig_174919	17955	hyb_TLL93_opera_contig_174919	93	TLL93_k99_111678	7102	93	TLL93_opera_contig_174919	1	17955	1843	17827	99.2871	13.3726	39.0	60.0
TLL93_opera_contig_186_provirus_3_35317	35315	hyb_TLL93_opera_contig_186_provirus_3_35317	93	TLL93_k99_255458	9108	93	TLL93_opera_contig_186_provirus_3_35317	1	35315	1842	34391	97.3835	6.70075	39.0	60.0
TLL93_opera_contig_196	32608	hyb_TLL93_opera_contig_196	93	TLL93_k99_76670	15497	93	TLL93_opera_contig_196	1	32608	43607	32608	100.0	170.184	39.0	60.0
TLL93_opera_contig_199	32682	hyb_TLL93_opera_contig_199	93	TLL93_k99_87983	11554	93	TLL93_opera_contig_199	1	32682	2630	32127	98.3018	10.2534	39.0	60.0
TLL93_opera_contig_21	101608	hyb_TLL93_opera_contig_21	93	TLL93_k99_41800	38406	93	TLL93_opera_contig_21	1	101608	12687	101547	99.94	16.1658	39.2	60.0
TLL93_opera_contig_283	26969	hyb_TLL93_opera_contig_283	93	TLL93_145731__full	9151	93	TLL93_opera_contig_283	1	26969	1885	26703	99.0137	9.44306	38.9	60.0
TLL93_opera_contig_285	25825	hyb_TLL93_opera_contig_285	93	TLL93_k99_24562	9968	93	TLL93_opera_contig_285	1	25825	3087	25785	99.8451	15.2571	39.2	60.0
TLL93_opera_contig_2_provirus_2_45565	45564	hyb_TLL93_opera_contig_2_provirus_2_45565	93	TLL93_k99_197110	14396	93	TLL93_opera_contig_2_provirus_2_45565	1	45564	9708	45550	99.9693	27.1702	39.1	60.0
TLL93_opera_contig_414	20463	hyb_TLL93_opera_contig_414	93	TLL93_k99_288509	8319	93	TLL93_opera_contig_414	1	20463	2399	20448	99.9267	15.0018	39.0	60.0
TLL93_opera_contig_503	20336	hyb_TLL93_opera_contig_503	93	TLL93_k99_92057	7935	93	TLL93_opera_contig_503	1	20336	1349	19937	98.038	8.47143	39.2	60.0
TLL93_opera_contig_519	19455	hyb_TLL93_opera_contig_519	93	TLL93_k99_230657	7561	93	TLL93_opera_contig_519	1	19455	1532	19222	98.8024	10.1573	39.0	60.0
TLL93_opera_contig_53	60524	hyb_TLL93_opera_contig_53	93	TLL93_k99_95185	15097	93	TLL93_opera_contig_53	1	60524	5618	60415	99.8199	11.8565	38.9	60.0
TLL93_opera_contig_599	15802	hyb_TLL93_opera_contig_599	93	TLL93_k99_77657	7106	93	TLL93_opera_contig_599	1	15802	1907	15794	99.9494	15.5178	39.0	60.0
TLL93_opera_contig_6	301695	hyb_TLL93_opera_contig_6	93	TLL93_k99_148680	18802	93	TLL93_opera_contig_6	1	301695	22266	298387	98.9035	9.47835	39.1	60.0
TLL94_185512__0_partial_1	30241	hyb_TLL94_185512__0_partial_1	94	TLL94_68196__full	7462	94	TLL94_185512__0_partial_1	1	30241	3805	30059	99.3982	16.1626	39.3	48.2
TLL94_186187__0_partial_1	32687	hyb_TLL94_186187__0_partial_1	94	TLL94_k99_42522	15555	94	TLL94_186187__0_partial_1	1	32687	4292	32685	99.9939	16.6009	39.4	60.0
TLL94_186229__0_partial	19974	hyb_TLL94_186229__0_partial	94	TLL94_k99_273434	7161	94	TLL94_186229__0_partial	1	19974	1963	19683	98.5431	12.2996	39.3	60.0
TLL94_186945__0_partial_1	102626	hyb_TLL94_186945__0_partial_1	94	TLL94_k99_54765	13391	94	TLL94_186945__0_partial_1	1	102626	28833	102626	100.0	35.8857	39.2	59.8
TLL94_187950__0_partial_1	29835	hyb_TLL94_187950__0_partial_1	94	TLL94_k99_6001	6879	94	TLL94_187950__0_partial_1	1	29835	20737	29834	99.9966	92.4147	39.0	59.9
TLL94_188365__0_partial_1	43431	hyb_TLL94_188365__0_partial_1	94	TLL94_k99_15808	12281	94	TLL94_188365__0_partial_1	1	43431	5805	43431	100.0	17.3602	39.1	59.9
TLL94_188366__0_partial	29552	hyb_TLL94_188366__0_partial	94	TLL94_k99_82940	6465	94	TLL94_188366__0_partial	1	29552	3061	29443	99.6312	13.3297	39.1	59.8
TLL94_188691__0_partial_1	57064	hyb_TLL94_188691__0_partial_1	94	TLL94_k99_53647	6548	94	TLL94_188691__0_partial_1	1	57064	20581	56330	98.7137	45.3719	39.4	60.0
TLL94_229__full	34960	hyb_TLL94_229__full	94	TLL94_k99_82855	15108	94	TLL94_229__full	1	34960	5541	34960	100.0	20.0852	39.4	59.9
TLL94_opera_contig_1034_provirus_2_16538	16537	hyb_TLL94_opera_contig_1034_provirus_2_16538	94	TLL94_k99_51412	7058	94	TLL94_opera_contig_1034_provirus_2_16538	1	16537	681	7755	46.8948	5.21467	39.4	60.0
TLL94_opera_contig_1116	17527	hyb_TLL94_opera_contig_1116	94	TLL94_145590__full_1	7326	94	TLL94_opera_contig_1116	1	17527	6287	17527	100.0	45.5391	39.5	59.9
TLL94_opera_contig_140_provirus_499_47338	46840	hyb_TLL94_opera_contig_140_provirus_499_47338	94	TLL94_k99_75255	9905	94	TLL94_opera_contig_140_provirus_499_47338	1	46840	3939	45782	97.7412	10.9995	39.2	60.0
TLL94_opera_contig_146	43487	hyb_TLL94_opera_contig_146	94	TLL94_k99_71724	12942	94	TLL94_opera_contig_146	1	43487	3840	43273	99.5079	11.2917	39.1	60.0
TLL94_opera_contig_164	41257	hyb_TLL94_opera_contig_164	94	TLL94_k99_297484	5704	94	TLL94_opera_contig_164	1	41257	3732	40926	99.1977	11.5611	39.1	60.0
TLL94_opera_contig_169	63155	hyb_TLL94_opera_contig_169	94	TLL94_k99_165864	5884	94	TLL94_opera_contig_169	1	63155	2800	57434	90.9413	5.62255	39.3	60.0
TLL94_opera_contig_185507_provirus_626698_682293	55596	hyb_TLL94_opera_contig_185507_provirus_626698_682293	94	TLL94_k99_47252	16555	94	TLL94_opera_contig_185507_provirus_626698_682293	1	55596	9369	55026	98.9747	21.4197	39.4	54.6
TLL94_opera_contig_185510_provirus_122733_211078	88346	hyb_TLL94_opera_contig_185510_provirus_122733_211078	94	TLL94_k99_197465	23369	94	TLL94_opera_contig_185510_provirus_122733_211078	1	88346	10706	86549	97.966	15.3922	39.4	53.6
TLL94_opera_contig_185522_provirus_269893_322099	52207	hyb_TLL94_opera_contig_185522_provirus_269893_322099	94	TLL94_k99_111737	17021	94	TLL94_opera_contig_185522_provirus_269893_322099	1	52207	8465	51819	99.2568	20.6065	39.3	60.0
TLL94_opera_contig_185950_provirus_1007565_1034770	27206	hyb_TLL94_opera_contig_185950_provirus_1007565_1034770	94	TLL94_k99_147231	8816	94	TLL94_opera_contig_185950_provirus_1007565_1034770	1	27206	7601	27150	99.7942	35.6128	39.2	60.0
TLL94_opera_contig_185982_provirus_158232_207238	49007	hyb_TLL94_opera_contig_185982_provirus_158232_207238	94	TLL94_k99_44670	19442	94	TLL94_opera_contig_185982_provirus_158232_207238	1	49007	13294	48944	99.8714	34.542	39.1	59.9
TLL94_opera_contig_186178_provirus_192171_209859	17689	hyb_TLL94_opera_contig_186178_provirus_192171_209859	94	TLL94_k99_131205	6831	94	TLL94_opera_contig_186178_provirus_192171_209859	1	17689	3931	17686	99.983	28.9991	39.1	60.0
TLL94_opera_contig_186286_provirus_26452_69863	43412	hyb_TLL94_opera_contig_186286_provirus_26452_69863	94	TLL94_k99_109845	15804	94	TLL94_opera_contig_186286_provirus_26452_69863	1	43412	30970	43412	100.0	90.4997	39.3	60.0
TLL94_opera_contig_186286_provirus_476898_497054	20157	hyb_TLL94_opera_contig_186286_provirus_476898_497054	94	TLL94_k99_20322	10072	94	TLL94_opera_contig_186286_provirus_476898_497054	1	20157	18857	20157	100.0	119.057	39.3	60.0
TLL94_opera_contig_186428_provirus_238295_289554	51260	hyb_TLL94_opera_contig_186428_provirus_238295_289554	94	TLL94_k99_168676	17648	94	TLL94_opera_contig_186428_provirus_238295_289554	1	51260	18361	51260	100.0	45.2839	39.3	60.0
TLL94_opera_contig_186760	39410	hyb_TLL94_opera_contig_186760	94	TLL94_k99_80658	18111	94	TLL94_opera_contig_186760	1	39410	10064	39354	99.8579	32.5283	39.1	59.3
TLL94_opera_contig_186981_provirus_202964_265704	62741	hyb_TLL94_opera_contig_186981_provirus_202964_265704	94	TLL94_k99_214970	6564	94	TLL94_opera_contig_186981_provirus_202964_265704	1	62741	82191	62741	100.0	167.459	39.2	60.0
TLL94_opera_contig_186987_provirus_252783_318376	65594	hyb_TLL94_opera_contig_186987_provirus_252783_318376	94	TLL94_k99_9469	11049	94	TLL94_opera_contig_186987_provirus_252783_318376	1	65594	5458	64604	98.4907	10.8022	39.1	59.9
TLL94_opera_contig_187493_provirus_3_33095	33093	hyb_TLL94_opera_contig_187493_provirus_3_33095	94	TLL94_k99_100981	14882	94	TLL94_opera_contig_187493_provirus_3_33095	1	33093	37577	32912	99.4531	142.579	39.2	60.0
TLL94_opera_contig_187595_provirus_61_41598	41538	hyb_TLL94_opera_contig_187595_provirus_61_41598	94	TLL94_k99_156969	7844	94	TLL94_opera_contig_187595_provirus_61_41598	1	41538	5912	31596	76.0653	17.9367	39.3	60.0
TLL94_opera_contig_187638_provirus_24341_78815	54475	hyb_TLL94_opera_contig_187638_provirus_24341_78815	94	TLL94_k99_113317	5157	94	TLL94_opera_contig_187638_provirus_24341_78815	1	54475	11304	54440	99.9358	26.1918	39.3	60.0
TLL94_opera_contig_187907_provirus_312269_377333	65065	hyb_TLL94_opera_contig_187907_provirus_312269_377333	94	TLL94_k99_48614	24933	94	TLL94_opera_contig_187907_provirus_312269_377333	1	65065	15137	65065	100.0	29.6371	39.3	60.0
TLL94_opera_contig_188365_provirus_577987_630303	52317	hyb_TLL94_opera_contig_188365_provirus_577987_630303	94	TLL94_k99_20883	15964	94	TLL94_opera_contig_188365_provirus_577987_630303	1	52317	6759	52194	99.7649	16.7218	39.0	60.0
TLL94_opera_contig_188663_provirus_1466076_1481518	15443	hyb_TLL94_opera_contig_188663_provirus_1466076_1481518	94	TLL94_k99_32528	5289	94	TLL94_opera_contig_188663_provirus_1466076_1481518	1	15443	1275	15321	99.21	10.3528	39.3	60.0
TLL94_opera_contig_188663_provirus_19195_59956	40762	hyb_TLL94_opera_contig_188663_provirus_19195_59956	94	TLL94_k99_306193	8826	94	TLL94_opera_contig_188663_provirus_19195_59956	1	40762	2451	39886	97.8509	7.71118	39.2	60.0
TLL94_opera_contig_188701_provirus_125831_198060	72230	hyb_TLL94_opera_contig_188701_provirus_125831_198060	94	TLL94_k99_22518	32859	94	TLL94_opera_contig_188701_provirus_125831_198060	1	72230	27494	72230	100.0	49.4569	39.0	60.0
TLL94_opera_contig_23_provirus_33194_67028	33835	hyb_TLL94_opera_contig_23_provirus_33194_67028	94	TLL94_k99_72335	13970	94	TLL94_opera_contig_23_provirus_33194_67028	1	33835	5539	33835	100.0	21.0366	39.1	60.0
TLL94_opera_contig_243	32442	hyb_TLL94_opera_contig_243	94	TLL94_k99_11155	14487	94	TLL94_opera_contig_243	1	32442	8327	32434	99.9753	32.4544	39.4	60.0
TLL94_opera_contig_257	38241	hyb_TLL94_opera_contig_257	94	TLL94_k99_182	6223	94	TLL94_opera_contig_257	1	38241	71535	38241	100.0	241.253	39.1	60.0
TLL94_opera_contig_285	35805	hyb_TLL94_opera_contig_285	94	TLL94_k99_65447	5544	94	TLL94_opera_contig_285	1	35805	1913	28973	80.9189	6.79634	39.3	60.0
TLL94_opera_contig_291	32891	hyb_TLL94_opera_contig_291	94	TLL94_k99_14488	7982	94	TLL94_opera_contig_291	1	32891	21201	32891	100.0	86.3365	39.0	60.0
TLL94_opera_contig_341	27252	hyb_TLL94_opera_contig_341	94	TLL94_k99_94757	7278	94	TLL94_opera_contig_341	1	27252	2815	26021	95.4829	12.9535	39.3	60.0
TLL94_opera_contig_475	31582	hyb_TLL94_opera_contig_475	94	TLL94_k99_239503	8526	94	TLL94_opera_contig_475	1	31582	3920	31542	99.8733	15.827	39.2	60.0
TLL94_opera_contig_650	22200	hyb_TLL94_opera_contig_650	94	TLL94_k99_10185	8778	94	TLL94_opera_contig_650	1	22200	31055	22200	100.0	181.893	39.0	60.0
TLL94_opera_contig_84	54967	hyb_TLL94_opera_contig_84	94	TLL94_k99_19358	13147	94	TLL94_opera_contig_84	1	54967	7736	54928	99.929	17.8795	39.3	60.0
TLL94_opera_contig_871	14786	hyb_TLL94_opera_contig_871	94	TLL94_k99_149887	5235	94	TLL94_opera_contig_871	1	14786	1689	10928	73.9078	13.9096	39.5	60.0
