votu95_id	num_hyb	num_sr	max_hyb_len	max_sr_len	hyb_VFC	sr_VFC
sr_TLL77_k99_58333	0	1	0	5864		
hyb_TLL48_opera_contig_7868	1	0	5863	0		
hyb_TLL5_13611__full	1	0	5863	0		
hyb_TLL45_7143__full	1	0	5863	0		
sr_TLL58_8866__full	0	1	0	5863		
hyb_TLL40_opera_contig_198022_provirus_6268_12129	1	0	5862	0		
hyb_TLL102_opera_contig_5788	1	0	5862	0		
hyb_TLL16_9353__full	1	0	5862	0		
sr_TLL97_70175__full	0	1	0	5862		
hyb_TLL10_opera_contig_3256	1	0	5861	0		
hyb_TLL72_opera_contig_2405	1	0	5861	0		
hyb_TLL100_opera_contig_2976	1	1	5861	5861		
hyb_TLL21_2462__full	1	0	5861	0		
hyb_TLL63_2384__full	1	0	5861	0		
hyb_TLL39_opera_contig_4301	1	0	5860	0		
hyb_TLL82_opera_contig_2122	1	0	5860	0		
sr_TLL28_125998__full	0	1	0	5860		
hyb_TLL26_opera_contig_2290	1	1	5859	5859		
hyb_TLL35_opera_contig_2229	1	1	5859	5859		
hyb_TLL54_opera_contig_184349	1	0	5859	0		
hyb_TLL60_opera_contig_4048	1	0	5859	0		
hyb_TLL66_opera_contig_2669	1	0	5859	0		
hyb_TLL27_4525__full	1	0	5859	0		
hyb_TLL40_7277__full	1	0	5859	0		
sr_TLL60_119206__full	0	1	0	5859		
hyb_TLL20_opera_contig_186767_provirus_1013_6870	1	0	5858	0		
hyb_TLL44_4934__full	1	0	5858	0		
sr_TLL11_k99_158059	1	1	5773	5858		
sr_TLL5_321539__full	0	1	0	5858		
hyb_TLL6_opera_contig_2745	1	0	5857	0		
hyb_TLL18_opera_contig_9529	1	0	5857	0		
hyb_TLL107_opera_contig_4144	1	0	5857	0		
hyb_TLL93_2220__full	1	0	5857	0		
sr_TLL106_k99_155021	0	1	0	5857		
hyb_TLL78_opera_contig_2218	1	0	5856	0		
hyb_TLL66_opera_contig_6810	1	0	5855	0		
hyb_TLL29_4744__full	1	0	5855	0		
hyb_TLL88_348599__full	2	6	5855	5855		
sr_TLL88_k99_61683	0	1	0	5855		
sr_TLL56_107763__full	0	1	0	5855		
hyb_TLL82_opera_contig_1270_provirus_1_5854	1	0	5854	0		
hyb_TLL58_1965__full	1	0	5854	0		
hyb_TLL21_opera_contig_2577	1	0	5852	0		
hyb_TLL53_8041__full	1	0	5852	0		
hyb_TLL52_opera_contig_2736	1	1	5851	5851		
hyb_TLL43_3956__full	1	0	5851	0		
sr_TLL28_341767__full	0	1	0	5851		
hyb_TLL71_3421__full	1	0	5850	0		
hyb_TLL45_opera_contig_11411	1	0	5849	0		
hyb_TLL73_opera_contig_3291	1	0	5849	0		
hyb_TLL68_9066__full	1	0	5849	0		
hyb_TLL43_opera_contig_346943	1	0	5848	0		
hyb_TLL109_1243__full	1	0	5848	0		
sr_TLL20_k99_25194	0	1	0	5848		
sr_TLL100_60081__full_1	0	1	0	5848		
hyb_TLL29_opera_contig_1933	1	1	5847	5847		
hyb_TLL30_opera_contig_5209	1	1	5847	5847		
hyb_TLL58_opera_contig_1399	1	0	5847	0		
hyb_TLL60_opera_contig_3662	1	0	5847	0		
hyb_TLL66_opera_contig_2515	1	0	5846	0		
hyb_TLL22_2178__full	1	0	5846	0		
hyb_TLL103_64822__full	1	0	5846	0		
sr_TLL72_k99_135210	0	1	0	5846		
sr_TLL85_k99_74517	0	1	0	5846		
sr_TLL59_8691__full	0	1	0	5846		
hyb_TLL87_opera_contig_1591	1	0	5845	0		
hyb_TLL89_opera_contig_2070	1	1	5845	5845		
hyb_TLL91_1616__full	1	0	5845	0		
hyb_TLL94_2276__full_1	1	0	5845	0		
sr_TLL85_k99_98997	0	1	0	5845		
hyb_TLL56_opera_contig_2958	1	1	5844	5844	24	284
hyb_TLL77_opera_contig_1516	1	1	5844	5844		
hyb_TLL15_1537__full	1	1	5844	5844		
hyb_TLL29_opera_contig_3127	1	0	5843	0		
hyb_TLL55_opera_contig_5647	1	0	5843	0		
hyb_TLL74_opera_contig_2925	1	0	5843	0		
hyb_TLL82_170946__full	1	0	5843	0		
sr_TLL21_k99_190227	0	1	0	5843		
sr_TLL51_132954__full	0	1	0	5843		
hyb_TLL61_opera_contig_2203	1	0	5842	0		
hyb_TLL65_opera_contig_2051	1	1	5842	5842		
hyb_TLL76_234003__full	1	0	5842	0		
sr_TLL6_k99_70331	0	1	0	5842		
sr_TLL53_68050__full	0	1	0	5842		
sr_TLL99_124795__full	0	1	0	5842		
hyb_TLL52_opera_contig_2774	1	0	5841	0		
hyb_TLL56_opera_contig_161700	1	1	5841	5841		
sr_TLL40_k99_8640	0	1	0	5841		
sr_TLL72_168609__full	0	1	0	5841		
hyb_TLL49_opera_contig_2780	1	0	5840	0		
hyb_TLL91_opera_contig_5720	1	0	5840	0		
hyb_TLL8_1786__full_1	1	0	5840	0		
hyb_TLL105_6120__full	1	0	5840	0		
sr_TLL87_k99_99589	0	1	0	5840		
hyb_TLL19_opera_contig_161353	1	1	5839	5839		
hyb_TLL46_opera_contig_2061	1	0	5838	0		
hyb_TLL63_opera_contig_1694	1	0	5838	0		
hyb_TLL94_opera_contig_2468_provirus_2_5839	1	0	5838	0		
hyb_TLL45_3665__full	1	1	5838	5838		
hyb_TLL81_14096__full	1	0	5838	0		
hyb_TLL101_4423__full	1	0	5838	0		
hyb_TLL108_2857__full	1	0	5838	0		
sr_TLL45_k99_107915	0	1	0	5838		
hyb_TLL55_4555__full	1	0	5837	0		
sr_TLL83_k99_343453	0	1	0	5837		
hyb_TLL54_opera_contig_2577	1	0	5836	0		
hyb_TLL94_opera_contig_2523	1	0	5836	0		
hyb_TLL95_opera_contig_3072	1	0	5836	0		
hyb_TLL96_4658__full	1	0	5836	0		
sr_TLL101_k99_82871	1	1	5835	5836		
sr_TLL39_242886__full	0	1	0	5836		
hyb_TLL10_opera_contig_1771	1	0	5835	0		
sr_TLL25_18122__full	0	1	0	5835		
hyb_TLL30_opera_contig_11906	1	0	5834	0		
hyb_TLL39_opera_contig_2767	1	0	5834	0		
sr_TLL30_k99_78329	0	1	0	5834		
hyb_TLL69_opera_contig_187719_provirus_55_5887	1	1	5833	5832		
hyb_TLL81_opera_contig_5183	1	0	5833	0		
hyb_TLL83_opera_contig_4912	1	0	5833	0		
hyb_TLL96_opera_contig_2825	1	0	5833	0		
hyb_TLL76_9719__full	1	0	5833	0		
hyb_TLL16_opera_contig_14846	1	0	5832	0		
hyb_TLL37_opera_contig_156020	1	0	5832	0		
hyb_TLL75_opera_contig_2161	1	0	5832	0		
sr_TLL53_k99_209762	0	1	0	5832		
sr_TLL90_k99_72480	0	1	0	5832		
hyb_TLL33_opera_contig_106366_provirus_144019_149849	1	0	5831	0		
hyb_TLL51_opera_contig_278408	1	0	5831	0		
hyb_TLL65_opera_contig_2055	1	0	5831	0		
hyb_TLL81_opera_contig_243735_provirus_18192_24022	1	0	5831	0		
sr_TLL65_k99_127203	0	1	0	5831		
hyb_TLL5_opera_contig_5618	1	0	5830	0		
hyb_TLL14_opera_contig_2617	1	0	5830	0		
sr_TLL4_221301__full	0	1	0	5830		
hyb_TLL27_opera_contig_2833	1	0	5829	0		
hyb_TLL32_63198__full_1	1	0	5829	0		
sr_TLL88_k99_395037	0	1	0	5829		
hyb_TLL20_opera_contig_2251	1	1	5828	5828		
hyb_TLL47_1495__full	1	0	5828	0		
hyb_TLL80_10650__full	1	0	5828	0		
sr_TLL1_k99_574900	0	1	0	5828		
hyb_TLL76_opera_contig_232718	1	0	5827	0		
hyb_TLL5_opera_contig_10266	1	0	5826	0		
hyb_TLL8_opera_contig_1893	1	0	5826	0		
hyb_TLL13_opera_contig_2799	1	0	5826	0		
hyb_TLL26_opera_contig_2303	1	0	5826	0		
hyb_TLL47_opera_contig_1559	1	0	5826	0		
hyb_TLL99_8034__full	1	0	5826	0		
hyb_TLL36_opera_contig_5436	1	0	5825	0		
hyb_TLL7_4018__full	1	0	5825	0		
hyb_TLL39_5825__full	1	0	5825	0		
hyb_TLL62_1960__full	1	0	5825	0		
sr_TLL99_235046__full	0	1	0	5825		
hyb_TLL70_opera_contig_1739	1	0	5824	0		
sr_TLL48_k99_108017	0	1	0	5824		
hyb_TLL102_opera_contig_5895	1	1	5823	5823		
hyb_TLL7_1418__full	1	0	5823	0		
hyb_TLL88_1206__full_1	1	1	5823	5823		
sr_TLL5_k99_12949	0	2	0	5823		
hyb_TLL30_opera_contig_12334	1	0	5822	0		
hyb_TLL49_opera_contig_4346	1	0	5822	0		
hyb_TLL68_opera_contig_1429	1	0	5822	0		
hyb_TLL15_opera_contig_1569	1	0	5821	0		
hyb_TLL63_opera_contig_2484	1	0	5821	0		
hyb_TLL104_opera_contig_1039	1	1	5821	5820		
sr_TLL45_421218__full	0	1	0	5821		
hyb_TLL55_opera_contig_2206	1	0	5820	0		
hyb_TLL5_3647__full	1	0	5820	0		
hyb_TLL25_2404__full	1	0	5820	0		
hyb_TLL29_3503__full	1	0	5820	0		
hyb_TLL51_4186__full	1	0	5820	0		
hyb_TLL56_11290__full	1	0	5820	0		
hyb_TLL42_opera_contig_63301	1	0	5819	0		
hyb_TLL68_opera_contig_3849	1	0	5819	0		
hyb_TLL72_opera_contig_2203	1	0	5819	0		
hyb_TLL103_opera_contig_3489	1	0	5819	0		
sr_TLL52_65802__full	1	1	5618	5819		
sr_TLL85_35311__full	0	1	0	5819		
hyb_TLL1_opera_contig_1936	1	1	5818	5818		
sr_TLL15_46713__full	0	1	0	5818		
hyb_TLL11_opera_contig_2658	1	0	5817	0		
hyb_TLL52_opera_contig_2700	1	0	5817	0		
hyb_TLL64_opera_contig_128575	1	1	5817	5817		
hyb_TLL94_opera_contig_1191_provirus_20590_26406	1	0	5817	0		
hyb_TLL14_4517__full	1	0	5817	0		
hyb_TLL48_12749__full	1	0	5817	0		
hyb_TLL92_1599__full	1	0	5817	0		
sr_TLL10_182645__full	1	1	5382	5817		
hyb_TLL50_opera_contig_2243	1	0	5816	0		
hyb_TLL58_1379__full	1	0	5816	0		
sr_TLL46_k99_210340	0	1	0	5816		
sr_TLL48_352385__full	0	1	0	5816		
sr_TLL53_223664__full	0	1	0	5816		
hyb_TLL28_opera_contig_179_provirus_35207_41021	1	0	5815	0		
hyb_TLL32_opera_contig_1518	1	0	5815	0		
hyb_TLL36_opera_contig_8541	1	0	5815	0		
hyb_TLL99_opera_contig_197_provirus_2_5816	1	0	5815	0		
hyb_TLL100_opera_contig_229763_provirus_8688_14502	1	0	5815	0		
hyb_TLL35_4091__full	2	0	5815	0		
sr_TLL5_k99_79625	0	1	0	5815		
hyb_TLL22_opera_contig_5178	1	0	5814	0		
hyb_TLL109_opera_contig_1037	1	0	5814	0		
sr_TLL10_278954__full	0	1	0	5814		
hyb_TLL78_opera_contig_2147	1	0	5813	0		
hyb_TLL35_2369__full	1	0	5813	0		
sr_TLL7_k99_140322	0	1	0	5813		
sr_TLL36_79682__full_1	1	1	5704	5813	240	283
sr_TLL57_201953__full	0	1	0	5813		
hyb_TLL1_opera_contig_2045	1	0	5812	0		
hyb_TLL72_opera_contig_2184	1	0	5812	0		
hyb_TLL74_opera_contig_4154	1	0	5812	0		
hyb_TLL86_2079__full	1	0	5812	0		
sr_TLL60_k99_87865	0	1	0	5812		
hyb_TLL64_opera_contig_2613	1	0	5811	0		
hyb_TLL77_opera_contig_1640	1	0	5811	0		
hyb_TLL88_opera_contig_3057	1	1	5811	5811		
hyb_TLL93_opera_contig_2007	1	1	5811	5811		
hyb_TLL79_2199__full	1	0	5811	0		
hyb_TLL46_opera_contig_115401	1	0	5810	0		
hyb_TLL89_opera_contig_2069	1	0	5810	0		
hyb_TLL13_4089__full	1	0	5810	0		
hyb_TLL43_6107__full_1	1	0	5810	0		
hyb_TLL43_12344__full	1	0	5810	0		
hyb_TLL60_2399__full	1	0	5810	0		
sr_TLL20_k99_160201	0	1	0	5810		
sr_TLL38_k99_20391	0	1	0	5810		
hyb_TLL62_opera_contig_1843	1	1	5809	5809		
hyb_TLL51_9813__full	1	0	5809	0		
hyb_TLL16_opera_contig_2980	1	0	5808	0		
hyb_TLL99_opera_contig_4455	1	0	5808	0		
sr_TLL44_k99_104058	0	1	0	5808		
hyb_TLL31_opera_contig_4094	1	1	5807	5807		
hyb_TLL45_opera_contig_14752	1	0	5807	0		
hyb_TLL56_opera_contig_2974	1	1	5807	5807		
hyb_TLL12_11896__full	1	0	5807	0		
hyb_TLL58_opera_contig_1485	1	0	5806	0		
hyb_TLL75_opera_contig_5125	1	0	5806	0		
hyb_TLL104_opera_contig_2680	1	0	5806	0		
hyb_TLL31_20185__full	1	0	5806	0		
hyb_TLL33_2001__full	1	0	5806	0		
hyb_TLL57_2516__full	1	1	5806	5707		
hyb_TLL84_160791__0_partial_1	1	0	5806	0		
hyb_TLL51_opera_contig_5520	1	0	5805	0		
sr_TLL97_k99_462065	0	1	0	5805		
hyb_TLL14_opera_contig_3493	1	0	5804	0		
hyb_TLL4_6836__full	1	0	5804	0		
hyb_TLL31_8448__full	1	0	5804	0		
hyb_TLL96_9060__full	1	0	5804	0		
hyb_TLL69_opera_contig_3163	1	0	5803	0		
hyb_TLL83_opera_contig_18566	1	0	5803	0		
hyb_TLL99_opera_contig_3132	1	0	5803	0		
hyb_TLL4_5840__full	1	0	5803	0		
hyb_TLL99_8818__full	1	0	5803	0		
sr_TLL38_k99_196124	0	1	0	5803		
hyb_TLL64_opera_contig_3425	1	0	5802	0		
hyb_TLL51_3411__full	1	1	5802	5802		
hyb_TLL59_6454__full	1	0	5802	0		
sr_TLL67_254746__full	0	1	0	5802		
sr_TLL78_161820__full	0	1	0	5802		
hyb_TLL37_156122__full_1	1	0	5801	0		
sr_TLL11_233141__full	0	1	0	5801		
hyb_TLL37_opera_contig_9_provirus_1_5800	1	0	5800	0		
hyb_TLL56_2980__full	1	0	5800	0		
hyb_TLL76_3115__full	1	2	5800	5800		
sr_TLL6_100070__full	0	1	0	5799		
hyb_TLL3_opera_contig_213396	1	0	5798	0		
hyb_TLL4_opera_contig_4660	1	0	5798	0		
hyb_TLL17_opera_contig_2844	1	1	5798	5798		
hyb_TLL31_opera_contig_4117	1	0	5798	0		
hyb_TLL41_opera_contig_2204	1	1	5798	5798		
hyb_TLL66_2374__full	1	0	5798	0		
hyb_TLL55_opera_contig_3561	1	0	5797	0		
hyb_TLL74_opera_contig_2965	1	0	5796	0		
hyb_TLL33_2003__full	1	1	5796	5796	17	285
hyb_TLL53_3434__full	1	0	5796	0		
sr_TLL32_k99_123966	0	1	0	5796		
sr_TLL45_k99_270947	0	1	0	5796		
sr_TLL28_168121__full	0	1	0	5796		
hyb_TLL44_opera_contig_5025	1	0	5795	0		
hyb_TLL73_opera_contig_1940	2	0	5795	0		
hyb_TLL96_opera_contig_2690	1	0	5795	0		
hyb_TLL48_opera_contig_17739	1	0	5794	0		
hyb_TLL51_opera_contig_3655	1	0	5794	0		
hyb_TLL30_11807__full	1	0	5794	0		
hyb_TLL35_2559__full	1	0	5794	0		
hyb_TLL31_opera_contig_11583	1	0	5793	0		
hyb_TLL56_opera_contig_3333	1	0	5793	0		
hyb_TLL62_opera_contig_3763	1	0	5793	0		
hyb_TLL83_5868__full	1	0	5793	0		
sr_TLL5_k99_140814	0	1	0	5793		
hyb_TLL18_opera_contig_301268	1	0	5792	0		
hyb_TLL76_opera_contig_7393	1	0	5792	0		
sr_TLL87_k99_168247	0	1	0	5792		
sr_TLL30_344035__full	0	1	0	5792		
sr_TLL32_84350__full	0	1	0	5792		286
hyb_TLL5_opera_contig_3872	1	0	5791	0		
hyb_TLL49_opera_contig_4667	1	0	5791	0		
hyb_TLL49_opera_contig_2917	1	1	5791	5791		
hyb_TLL51_opera_contig_3550	1	0	5791	0		
hyb_TLL64_opera_contig_2745	1	0	5791	0		
hyb_TLL39_6500__full	1	0	5791	0		
sr_TLL5_k99_72365	0	1	0	5791		
sr_TLL30_k99_243729	0	1	0	5791		
sr_TLL35_k99_65294	0	1	0	5791		
hyb_TLL86_opera_contig_2261	1	0	5790	0		
hyb_TLL36_4480__full	1	0	5790	0		
hyb_TLL105_1328__full	1	0	5790	0		
sr_TLL94_k99_19334	0	1	0	5790		
sr_TLL21_76579__full_1	0	1	0	5790		
hyb_TLL49_opera_contig_3064	1	1	5789	5035		
hyb_TLL50_opera_contig_3426	1	0	5789	0		
hyb_TLL56_opera_contig_3839	1	0	5789	0		
hyb_TLL86_opera_contig_1985	1	0	5789	0		
hyb_TLL99_opera_contig_4373	1	0	5788	0		
hyb_TLL102_opera_contig_5927	1	1	5788	5788		
hyb_TLL13_5928__full	1	0	5788	0		
sr_TLL88_k99_427247	0	1	0	5788		
hyb_TLL34_opera_contig_105802	1	0	5787	0		
hyb_TLL56_opera_contig_2991	1	1	5787	5787		
hyb_TLL98_opera_contig_1619	1	0	5787	0		
sr_TLL65_k99_10288	0	1	0	5787		
sr_TLL100_k99_84480	0	1	0	5787		
hyb_TLL83_opera_contig_14852	1	0	5785	0		
hyb_TLL102_opera_contig_7279	1	0	5785	0		
hyb_TLL31_4442__full	1	0	5785	0		
sr_TLL55_k99_129567	0	1	0	5785		
hyb_TLL48_opera_contig_3484	1	0	5784	0		
hyb_TLL16_opera_contig_3087	1	0	5783	0		
hyb_TLL96_opera_contig_2694	1	0	5783	0		
hyb_TLL54_10366__full	1	0	5783	0		
hyb_TLL104_6349__full	1	0	5783	0		
sr_TLL65_208927__full	0	1	0	5783		
hyb_TLL49_opera_contig_2805	1	0	5782	0		
hyb_TLL75_opera_contig_2084	1	1	5782	5782		
hyb_TLL15_opera_contig_2259	1	0	5781	0		
hyb_TLL69_opera_contig_10016	1	0	5781	0		
hyb_TLL63_2096__full	1	0	5781	0		
hyb_TLL99_9118__full	1	0	5781	0		
sr_TLL18_k99_267858	0	1	0	5781		
sr_TLL27_k99_105138	0	1	0	5781		
sr_TLL99_122634__full	0	1	0	5781		
hyb_TLL10_opera_contig_2601	1	0	5780	0		
hyb_TLL83_opera_contig_3007	1	0	5780	0		
sr_TLL14_39032__full	0	1	0	5780		
hyb_TLL84_3569__full	1	0	5779	0		
sr_TLL4_k99_45858	0	1	0	5779		
sr_TLL48_k99_59407	0	1	0	5779		
sr_TLL81_k99_209	0	1	0	5779		
sr_TLL65_181871__full	1	1	5680	5779	170	304
hyb_TLL7_opera_contig_1458	1	0	5778	0		
sr_TLL48_k99_402091	0	1	0	5778		
sr_TLL102_k99_310576	0	1	0	5778		
hyb_TLL16_opera_contig_3919	1	0	5777	0		
hyb_TLL21_opera_contig_2320	1	0	5777	0		
hyb_TLL44_opera_contig_5643	1	0	5777	0		
sr_TLL71_k99_69706	0	1	0	5777		
hyb_TLL44_opera_contig_6418	1	0	5776	0		
hyb_TLL101_opera_contig_2437	1	0	5776	0		
hyb_TLL39_12401__full	1	0	5776	0		
sr_TLL62_37421__full	0	1	0	5776		
hyb_TLL40_opera_contig_2594	1	0	5775	0		
hyb_TLL48_opera_contig_3443	1	0	5775	0		
hyb_TLL53_opera_contig_3469	1	0	5775	0		
hyb_TLL81_opera_contig_5163	1	0	5775	0		
sr_TLL6_k99_350043	0	1	0	5775		
sr_TLL18_k99_201563	0	1	0	5775		
sr_TLL59_k99_147304	0	1	0	5775		
hyb_TLL1_opera_contig_1995	1	0	5774	0		
hyb_TLL21_opera_contig_2323	1	1	5774	5774		
hyb_TLL79_opera_contig_6926	1	0	5774	0		
hyb_TLL83_5790__full	1	0	5774	0		
sr_TLL64_k99_209597	0	1	0	5774		
sr_TLL106_110457__full	0	1	0	5774		
hyb_TLL45_17124__full	1	0	5773	0		
hyb_TLL58_1409__full	1	0	5773	0		
sr_TLL53_k99_21895	0	1	0	5773		
hyb_TLL68_opera_contig_1444	1	0	5772	0		
hyb_TLL88_opera_contig_3266	1	0	5772	0		
hyb_TLL30_7048__full	1	0	5772	0		
hyb_TLL60_4523__full	1	0	5772	0		
hyb_TLL30_opera_contig_5083	1	0	5771	0		
hyb_TLL86_opera_contig_1983	1	0	5771	0		
hyb_TLL97_opera_contig_3711_provirus_4784_10554	1	0	5771	0		
hyb_TLL60_3623__full	1	0	5771	0		
hyb_TLL93_opera_contig_4192	1	0	5770	0		
hyb_TLL96_opera_contig_4378	1	0	5770	0		
hyb_TLL71_6907__full	1	0	5770	0		
sr_TLL49_155815__full	0	1	0	5770		
sr_TLL56_256819__full	0	1	0	5770		
hyb_TLL60_opera_contig_149148	1	0	5769	0		
sr_TLL102_353949__full	0	1	0	5769		
hyb_TLL71_2838__full	1	0	5768	0		
hyb_TLL2_opera_contig_3413	1	0	5767	0		
hyb_TLL19_opera_contig_1236	1	0	5766	0		
sr_TLL99_46857__full	0	1	0	5766		
sr_TLL30_k99_514897	0	1	0	5765		
sr_TLL55_k99_216192	0	1	0	5765		
hyb_TLL16_opera_contig_2875	1	0	5764	0		
hyb_TLL51_opera_contig_5319	1	0	5764	0		
hyb_TLL82_171249__full	1	0	5764	0		
hyb_TLL108_5219__full	1	0	5764	0		
sr_TLL52_k99_6415	0	1	0	5764		
sr_TLL60_46934__full	0	1	0	5764		
hyb_TLL2_opera_contig_1965	1	0	5763	0		
hyb_TLL78_opera_contig_6296	1	0	5763	0		
hyb_TLL99_opera_contig_4784	1	0	5763	0		
hyb_TLL36_opera_contig_2690	1	0	5762	0		
hyb_TLL44_opera_contig_7748	1	0	5762	0		
hyb_TLL91_opera_contig_1532	1	0	5762	0		
hyb_TLL3_3354__full	1	0	5762	0		
sr_TLL38_k99_10065	0	1	0	5762		
sr_TLL62_k99_64831	0	1	0	5762		
sr_TLL62_k99_59449	0	1	0	5762		
sr_TLL94_16140__full	0	1	0	5762		
sr_TLL39_k99_165810	0	1	0	5761		
sr_TLL96_k99_202304	0	1	0	5761		
sr_TLL31_408118__full	0	1	0	5761		
hyb_TLL83_opera_contig_3779	1	0	5759	0		
sr_TLL43_k99_58244	0	1	0	5759		
hyb_TLL4_opera_contig_4345	1	0	5758	0		
hyb_TLL48_254840__full_1	1	0	5758	0		
sr_TLL101_121662__full	0	1	0	5758		
hyb_TLL15_opera_contig_1588	1	0	5757	0		
hyb_TLL45_opera_contig_7525	1	0	5757	0		
sr_TLL43_k99_58495	0	1	0	5757		
hyb_TLL68_opera_contig_1561	1	0	5756	0		
sr_TLL16_k99_52110	0	1	0	5756		
sr_TLL100_161275__full	0	1	0	5756		
hyb_TLL18_opera_contig_302844	1	0	5755	0		
hyb_TLL46_3953__full	1	0	5755	0		
hyb_TLL88_3098__full	1	0	5755	0		
hyb_TLL45_opera_contig_12602	1	0	5754	0		
hyb_TLL56_opera_contig_3896	1	0	5754	0		
hyb_TLL103_opera_contig_1604	1	0	5754	0		
sr_TLL84_k99_17245	0	1	0	5754		
hyb_TLL31_opera_contig_4144	1	1	5753	5753		
hyb_TLL73_2508__full	1	0	5753	0		
sr_TLL83_k99_93437	0	1	0	5753		
sr_TLL20_250157__full	0	1	0	5753		
hyb_TLL3_opera_contig_3751	1	0	5751	0		
hyb_TLL5_opera_contig_11719	1	0	5751	0		
hyb_TLL91_opera_contig_4492	1	0	5751	0		
hyb_TLL13_13956__full	1	0	5751	0		
hyb_TLL48_3958__full_1	1	0	5751	0		
hyb_TLL105_719__full_1	1	0	5751	0		
sr_TLL76_325289__full	0	1	0	5751		
sr_TLL87_65246__full	0	1	0	5751		
hyb_TLL27_opera_contig_2380	1	1	5750	5750		
hyb_TLL71_opera_contig_9587	1	0	5750	0		
hyb_TLL4_3731__full	1	0	5750	0		
hyb_TLL17_2941__full	1	0	5750	0		
sr_TLL102_k99_139224	0	1	0	5750		
hyb_TLL31_opera_contig_7497	1	0	5749	0		
hyb_TLL90_opera_contig_1997	1	1	5749	5749		
hyb_TLL62_2810__full	1	0	5749	0		
hyb_TLL91_2466__full	1	0	5749	0	17	
hyb_TLL31_opera_contig_4157	1	0	5748	0		
hyb_TLL34_opera_contig_1934	1	1	5748	5748		
hyb_TLL49_opera_contig_253749	1	0	5748	0		
sr_TLL94_k99_107437	1	2	5284	5748		
sr_TLL95_k99_9834	0	1	0	5748		
hyb_TLL83_opera_contig_2776	1	0	5747	0		
hyb_TLL44_4603__full	1	0	5747	0		
sr_TLL94_18231__full	0	1	0	5747		
hyb_TLL40_opera_contig_2404	1	0	5746	0		
hyb_TLL67_opera_contig_4705	1	0	5746	0		
sr_TLL40_k99_43993	0	1	0	5746		
hyb_TLL4_opera_contig_3585	1	0	5745	0		
hyb_TLL35_opera_contig_2280	1	1	5745	5745		
hyb_TLL76_opera_contig_5337	1	0	5745	0		
hyb_TLL93_opera_contig_3679	1	0	5745	0		
hyb_TLL58_116__0_partial	1	0	5745	0	17	
sr_TLL32_24702__full	0	1	0	5745		
hyb_TLL20_opera_contig_2293	1	1	5744	5744		
hyb_TLL56_opera_contig_5711	1	0	5744	0		
hyb_TLL95_opera_contig_3335	1	0	5744	0		
hyb_TLL72_opera_contig_6004	1	0	5743	0		
sr_TLL90_k99_24613	0	1	0	5743		
hyb_TLL32_63177__full	1	0	5742	0		
sr_TLL102_47447__full	0	1	0	5742		
hyb_TLL37_opera_contig_3528	1	0	5741	0		
hyb_TLL96_opera_contig_3189	1	0	5741	0		
hyb_TLL100_opera_contig_4276	1	0	5741	0		
sr_TLL47_34960__full	0	1	0	5741		
sr_TLL102_187584__full	0	1	0	5741		
hyb_TLL68_opera_contig_1458	1	1	5740	5740		
hyb_TLL6_2506__full	1	1	5740	5740		
hyb_TLL57_2805__full_1	1	0	5740	0		
sr_TLL70_k99_71907	0	1	0	5740		
sr_TLL55_7096__full	0	1	0	5740		
hyb_TLL54_opera_contig_2258	1	0	5739	0		
hyb_TLL66_2317__full	1	0	5739	0		
hyb_TLL88_13056__full	1	0	5739	0		
hyb_TLL12_opera_contig_12069	1	0	5738	0		
hyb_TLL38_opera_contig_4383	1	0	5738	0		
hyb_TLL83_opera_contig_3092	1	0	5738	0		
hyb_TLL67_4012__full	1	0	5738	0		
hyb_TLL73_1962__full	1	1	5738	5737		
sr_TLL80_k99_88768	0	1	0	5738		
sr_TLL45_22315__full	0	1	0	5738		
sr_TLL78_48698__full	0	1	0	5738		
hyb_TLL30_opera_contig_5305	1	1	5737	5737		
hyb_TLL51_opera_contig_4253	1	0	5737	0		
hyb_TLL62_opera_contig_8141	1	0	5737	0		
hyb_TLL61_2268__full	1	0	5737	0		
hyb_TLL94_5809__full	1	0	5737	0		
hyb_TLL102_11827__full	1	0	5737	0		
hyb_TLL105_4933__full	1	0	5737	0		
hyb_TLL2_opera_contig_3196	1	0	5736	0		
hyb_TLL33_opera_contig_2575	1	0	5736	0		
hyb_TLL97_opera_contig_3731	1	0	5736	0		
hyb_TLL6_2510__full	1	1	5736	5736		
hyb_TLL15_73151__full_1	1	0	5736	0		
hyb_TLL32_967__full	1	0	5736	0		
hyb_TLL64_2466__full	1	0	5736	0		
hyb_TLL84_9710__full	1	0	5736	0		
hyb_TLL23_2410__full	1	0	5734	0		
sr_TLL48_k99_338922	0	1	0	5734		
hyb_TLL19_opera_contig_1284	1	1	5733	5733		
hyb_TLL66_opera_contig_2460	1	0	5733	0		
hyb_TLL81_opera_contig_1001_provirus_66_5798	1	0	5733	0		
hyb_TLL45_8858__full	1	0	5733	0		
sr_TLL99_124318__full	0	1	0	5733		
hyb_TLL86_opera_contig_1498	1	1	5731	5730		
hyb_TLL4_3238__full	1	1	5731	5731		
hyb_TLL61_opera_contig_2330	1	0	5730	0		
hyb_TLL38_3536__full	1	0	5730	0		
hyb_TLL19_opera_contig_1287	1	0	5729	0		
sr_TLL16_k99_107937	0	1	0	5729		
sr_TLL106_16452__full	0	1	0	5729		
hyb_TLL18_opera_contig_13200	1	0	5728	0		
